2019-07-22 09:30:00,3.08,3.08,0.0
2019-07-23 09:30:00,3.04,3,-1.316
2019-07-24 09:30:00,3.3,3.3,0.0
2019-07-25 09:30:00,3.21,3.29,2.492
2019-07-26 09:30:00,3.3,3.32,0.606
2019-07-29 09:30:00,3.3,3.25,-1.515
2019-07-30 09:30:00,3.45,3.51,1.739
2019-07-31 09:30:00,3.5,3.49,-0.286
2019-08-01 09:30:00,3.44,3.54,2.907
2019-08-02 09:30:00,3.55,3.54,-0.282
2019-08-05 09:30:00,3.51,3.5,-0.285
2019-08-06 09:30:00,3.66,3.67,0.273
2019-08-07 09:30:00,3.19,3.21,0.627
2019-08-08 09:30:00,3.06,3.03,-0.98
2019-08-09 09:30:00,2.96,3.01,1.689
2019-08-12 09:30:00,2.96,2.95,-0.338
2019-08-13 09:30:00,2.94,2.85,-3.061
2019-08-14 09:30:00,2.82,2.84,0.709
2019-08-15 09:30:00,2.88,2.93,1.736
2019-08-16 09:30:00,3.06,3.08,0.654
2019-08-19 09:30:00,3.15,3.15,0.0
2019-08-20 09:30:00,2.98,3,0.671
2019-08-21 09:30:00,2.94,2.95,0.34
2019-08-22 09:30:00,2.89,2.86,-1.038
2019-08-23 09:30:00,2.76,2.81,1.812
2019-08-26 09:30:00,2.47,2.3,-6.883
2019-08-27 09:30:00,2.33,2.29,-1.717
2019-08-28 09:30:00,2.27,2.3,1.322
2019-08-29 09:30:00,2.17,2.17,0.0
2019-09-03 09:30:00,2.07,2.07,0.0
2019-09-04 09:30:00,1.71,1.82,6.433
2019-09-05 09:30:00,1.94,1.98,2.062
2019-09-06 09:30:00,1.88,1.91,1.596
2019-09-09 09:30:00,1.9,1.92,1.053
2019-09-10 09:30:00,1.95,1.96,0.513
2019-09-11 09:30:00,2.02,2.07,2.475
2019-09-12 09:30:00,2.07,2.1,1.449
2019-09-13 09:30:00,2.23,2.21,-0.897
2019-09-16 09:30:00,2.25,2.29,1.778
2019-09-17 09:30:00,2.01,2.07,2.985
2019-09-18 09:30:00,1.91,1.91,0.0
2019-09-19 09:30:00,1.84,1.57,-14.674
2019-09-20 09:30:00,1.67,1.67,0.0
2019-09-23 09:30:00,1.41,1.45,2.837
2019-09-24 09:30:00,1.23,1.21,-1.626
2019-09-25 09:30:00,1.33,1.33,0.0
2019-09-26 09:30:00,1.29,1.29,0.0
2019-09-27 09:30:00,1.33,1.38,3.759
2019-09-30 09:30:00,1.29,1.32,2.326
2019-10-01 09:30:00,1.22,1.21,-0.82
2019-10-02 09:30:00,1.31,1.3,-0.763
2019-10-03 09:30:00,1.3,1.29,-0.769
2019-10-04 09:30:00,1.3,1.28,-1.538
2019-10-07 09:30:00,1.27,1.27,0.0
2019-10-08 09:30:00,1.21,1.22,0.826
2019-10-09 09:30:00,1.23,1.21,-1.626
2019-10-10 09:30:00,1.22,1.23,0.82
2019-10-11 09:30:00,1.16,1.17,0.862
2019-10-14 09:30:00,1.19,1.18,-0.84
2019-10-15 09:30:00,1.12,1.13,0.893
2019-10-16 09:30:00,1.03,0.96,-6.796
2019-10-17 09:30:00,0.8281,0.8336,0.664
2019-10-18 09:30:00,0.8299,0.8001,-3.591
2019-10-21 09:30:00,0.7393,0.37,-49.953
2019-10-22 09:30:00,0.2992,0.3011,0.635
2019-10-23 09:30:00,0.3822,0.42,9.89
2019-10-24 09:30:00,0.4367,0.4508,3.229
2019-10-25 09:30:00,0.429,0.415,-3.263
2019-10-28 09:30:00,0.3929,0.4025,2.443
2019-10-29 09:30:00,0.3839,0.38,-1.016
2019-10-30 09:30:00,0.394,0.39,-1.015
2019-10-31 09:30:00,0.37,0.3638,-1.676
2019-11-01 09:30:00,0.355,0.39,9.859
2019-11-04 09:30:00,0.367,0.3656,-0.381
2019-11-05 09:30:00,0.3532,0.3795,7.446
2019-11-06 09:30:00,0.4352,0.455,4.55
2019-11-07 09:30:00,0.4698,0.4935,5.045
2019-11-08 09:30:00,0.4496,0.441,-1.913
2019-11-11 09:30:00,0.4363,0.435,-0.298
2019-11-12 09:30:00,0.4072,0.4,-1.768
2019-11-13 09:30:00,0.4299,0.436,1.419
2019-11-14 09:30:00,0.4033,0.405,0.422
2019-11-15 09:30:00,0.3817,0.3812,-0.131
2019-11-18 09:30:00,0.3696,0.375,1.461
2019-11-19 09:30:00,0.3654,0.379,3.722
2019-11-20 09:30:00,0.3697,0.3772,2.029
2019-11-21 09:30:00,0.3761,0.3809,1.276
2019-11-22 09:30:00,0.4234,0.45,6.282
2019-11-25 09:30:00,0.4378,0.45,2.787
2019-11-26 09:30:00,0.4066,0.4201,3.32
2019-11-27 09:30:00,0.4138,0.43,3.915
2019-08-30 09:30:00,2.14,2.05,-4.206
