2019-07-22 09:30:00,0.4224,0.42,-0.568
2019-07-23 09:30:00,0.513,0.5098,-0.624
2019-07-24 09:30:00,0.4401,0.42,-4.567
2019-07-25 09:30:00,0.39,0.395,1.282
2019-07-26 09:30:00,0.4101,0.4305,4.974
2019-07-29 09:30:00,0.42,0.42,0.0
2019-07-30 09:30:00,0.4302,0.4541,5.556
2019-07-31 09:30:00,0.488,0.5041,3.299
2019-08-01 09:30:00,0.4601,0.4605,0.087
2019-08-02 09:30:00,0.4688,0.47,0.256
2019-08-05 09:30:00,0.475,0.4774,0.505
2019-08-06 09:30:00,0.4978,0.5,0.442
2019-08-07 09:30:00,0.488,0.4934,1.107
2019-08-08 09:30:00,0.51,0.535,4.902
2019-08-09 09:30:00,0.5198,0.53,1.962
2019-08-12 09:30:00,0.6456,0.68,5.328
2019-08-13 09:30:00,0.6116,0.6469,5.772
2019-08-14 09:30:00,0.6518,0.58,-11.016
2019-08-15 09:30:00,0.578,0.565,-2.249
2019-08-16 09:30:00,0.5399,0.53,-1.834
2019-08-19 09:30:00,0.5549,0.4401,-20.688
2019-08-20 09:30:00,0.4,0.38,-5.0
2019-08-21 09:30:00,0.375,0.4298,14.613
2019-08-22 09:30:00,0.3893,0.39,0.18
2019-08-23 09:30:00,0.3661,0.37,1.065
2019-08-26 09:30:00,0.3627,0.453,24.897
2019-08-27 09:30:00,0.418,0.4,-4.306
2019-08-28 09:30:00,0.3982,0.39,-2.059
2019-08-29 09:30:00,0.395,0.4,1.266
2019-08-30 09:30:00,0.4049,0.43,6.199
2019-09-03 09:30:00,0.398,0.398,0.0
2019-09-04 09:30:00,0.389,0.3854,-0.925
2019-09-05 09:30:00,0.3927,0.392,-0.178
2019-09-06 09:30:00,0.378,0.372,-1.587
2019-09-09 09:30:00,0.3739,0.3766,0.722
2019-09-10 09:30:00,0.3856,0.3837,-0.493
2019-09-11 09:30:00,0.3825,0.38,-0.654
2019-09-12 09:30:00,0.3752,0.3714,-1.013
2019-09-13 09:30:00,0.37,0.3709,0.243
2019-09-16 09:30:00,0.3646,0.38,4.224
2019-09-17 09:30:00,0.363,0.3515,-3.168
2019-09-18 09:30:00,0.3535,0.3535,0.0
2019-09-19 09:30:00,0.3389,0.345,1.8
2019-09-20 09:30:00,0.3564,0.3351,-5.976
2019-09-23 09:30:00,0.36,0.3679,2.194
2019-09-24 09:30:00,0.3603,0.37,2.692
2019-09-25 09:30:00,0.3424,0.35,2.22
2019-09-26 09:30:00,0.3295,0.33,0.152
2019-09-27 09:30:00,0.33,0.3358,1.758
2019-09-30 09:30:00,0.3101,0.3199,3.16
2019-10-01 09:30:00,0.3199,0.329,2.845
2019-10-02 09:30:00,0.3159,0.3105,-1.709
2019-10-03 09:30:00,0.3151,0.3237,2.729
2019-10-04 09:30:00,0.3189,0.319,0.031
2019-10-07 09:30:00,0.3401,0.34,-0.029
2019-10-08 09:30:00,0.354,0.355,0.282
2019-10-09 09:30:00,0.342,0.3421,0.029
2019-10-10 09:30:00,0.34,0.34,0.0
2019-10-11 09:30:00,0.34,0.3377,-0.676
2019-10-14 09:30:00,0.3385,0.3343,-1.241
2019-10-15 09:30:00,0.3339,0.3368,0.869
2019-10-16 09:30:00,0.3289,0.3202,-2.645
2019-10-17 09:30:00,0.3188,0.3244,1.757
2019-10-18 09:30:00,0.3162,0.312,-1.328
2019-10-21 09:30:00,0.31,0.3,-3.226
2019-10-22 09:30:00,0.2899,0.2995,3.311
2019-10-23 09:30:00,0.2799,0.2835,1.286
2019-10-24 09:30:00,0.3001,0.3,-0.033
2019-10-25 09:30:00,0.3179,0.31,-2.485
2019-10-28 09:30:00,0.3005,0.3118,3.76
2019-10-29 09:30:00,0.29,0.29,0.0
2019-10-30 09:30:00,0.29,0.29,0.0
2019-10-31 09:30:00,0.2809,0.29,3.24
2019-11-01 09:30:00,0.287,0.3049,6.237
2019-11-04 09:30:00,0.2875,0.3,4.348
2019-11-05 09:30:00,0.29,0.2884,-0.552
2019-11-06 09:30:00,0.2797,0.281,0.465
2019-11-07 09:30:00,0.288,0.28,-2.778
2019-11-08 09:30:00,0.2849,0.29,1.79
2019-11-11 09:30:00,0.2855,0.28,-1.926
2019-11-12 09:30:00,0.28,0.272,-2.857
2019-11-13 09:30:00,0.28,0.29,3.571
2019-11-14 09:30:00,0.2485,0.21,-15.493
2019-11-15 09:30:00,0.211,0.223,5.687
2019-11-18 09:30:00,0.207,0.227,9.662
2019-11-19 09:30:00,0.2281,0.2248,-1.447
2019-11-20 09:30:00,0.2,0.22,10.0
2019-11-21 09:30:00,0.2001,0.2205,10.195
2019-11-22 09:30:00,0.16,0.1783,11.437
2019-11-25 09:30:00,0.16,0.27,68.75
2019-11-26 09:30:00,0.23,0.2178,-5.304
2019-11-27 09:30:00,0.2011,0.203,0.945
2019-11-29 09:30:00,0.1965,0.2049,4.275
2019-12-02 09:30:00,0.1899,0.1854,-2.37
