2018-07-24 10:46:00,True,0,0,TimeWave_0
2018-07-26 14:56:00,True,0,2,ablion
2018-07-26 15:14:00,True,0,2,TradeWarriorXXL
2018-07-26 15:51:00,True,0,2,ablion
2018-07-27 10:14:00,True,0,0,iamtone
2018-07-27 10:18:00,True,0,0,iamtone
2018-07-27 10:43:00,True,0,1,Surgie69
2018-07-27 10:52:00,True,0,1,BrooklynTrader1
2018-07-30 10:23:00,True,2,5,sanjacintomike
2018-07-30 10:38:00,True,0,0,sanjacintomike
2018-07-30 10:59:00,True,2,6,sanjacintomike
2018-07-30 11:17:00,True,1,0,sanjacintomike
2018-07-30 11:20:00,True,0,1,sanjacintomike
2018-07-30 11:26:00,True,0,0,sanjacintomike
2018-07-30 11:38:00,True,0,1,sanjacintomike
2018-07-30 11:45:00,True,0,0,sanjacintomike
2018-07-30 15:28:00,True,0,3,sanjacintomike
2018-08-01 09:49:00,True,0,0,explorestocks
2018-08-01 11:16:00,True,1,0,sanjacintomike
2018-08-01 11:47:00,True,0,6,sanjacintomike
2018-08-01 15:15:00,True,0,2,BillDecant5
2018-08-02 11:55:00,True,1,4,BillDecant5
2018-08-02 13:41:00,True,0,2,ssavoy100
2018-08-03 09:44:00,False,0,0,cherry2527
2018-08-03 09:45:00,True,2,1,ssavoy100
2018-08-03 09:57:00,True,0,5,BillDecant5
2018-08-03 10:57:00,False,0,0,cherry2527
2018-08-03 11:10:00,False,0,0,cherry2527
2018-08-03 11:34:00,False,0,0,cherry2527
2018-08-03 12:38:00,False,0,1,cherry2527
2018-08-03 13:00:00,False,0,1,cherry2527
2018-08-03 14:34:00,False,1,2,cherry2527
2018-08-07 09:56:00,True,0,4,BillDecant5
2018-08-08 11:31:00,False,1,0,cherry2527
2018-08-08 11:52:00,True,0,1,Red_Rose100
2018-08-08 13:33:00,True,3,1,Red_Rose100
2018-08-08 15:58:00,False,2,2,cherry2527
2018-08-09 15:39:00,True,0,2,gwm247
2018-08-13 13:16:00,False,0,1,dvstro23
2018-08-16 11:09:00,True,0,2,BrooklynTrader1
2018-08-17 10:10:00,True,2,1,Investknowledge
2018-08-21 10:37:00,True,0,4,Investknowledge
2018-08-22 15:22:00,True,0,5,Withermania
2018-08-23 10:32:00,True,0,1,friend1ygiraffe
2018-08-23 15:56:00,True,0,4,Withermania
2018-08-24 11:02:00,True,2,4,SellOrBuy
2018-08-24 13:28:00,True,1,0,bigrobby
2018-08-27 15:50:00,True,0,3,friend1ygiraffe
2018-08-30 10:23:00,True,0,0,ablion
2018-08-30 15:32:00,True,0,0,raydaq
2018-08-31 10:04:00,True,0,0,cpapa9
2018-09-05 09:59:00,True,1,0,SellOrBuy
2018-09-05 10:36:00,True,0,2,retired_2010
2018-09-06 10:49:00,False,0,0,StockCamel
2018-09-06 11:25:00,False,1,1,solidstockmove
2018-09-06 12:24:00,True,0,0,raydaq
2018-09-07 09:49:00,True,0,2,Kovichinda
2018-09-07 11:10:00,True,0,0,OptionsMango
2018-09-07 11:32:00,True,0,0,i_just_farted_
2018-09-07 15:30:00,True,0,2,Jaspal40
2018-09-11 15:52:00,True,1,0,Rookiee
2018-09-12 14:24:00,True,2,0,stevenmcgill
2018-09-12 14:40:00,True,0,4,ablion
2018-09-17 09:44:00,False,0,1,iNiT2WiNiTMAN
2018-09-17 15:50:00,True,0,1,GS_INVESTMENTS
2018-09-18 09:37:00,True,0,0,GS_INVESTMENTS
2018-09-19 14:48:00,True,0,2,Korinthian
2018-09-21 15:24:00,True,0,0,stevenmcgill
2018-09-21 15:37:00,False,0,0,afron10
2018-09-24 09:42:00,True,0,1,Korinthian
2018-09-24 09:59:00,True,0,2,bobbytylenol
2018-09-24 12:44:00,True,0,2,bobbytylenol
2018-09-25 11:02:00,True,0,2,bobbytylenol
