2018-07-25 14:17:00,True,0,2,Nucks67stang
2018-08-08 15:23:00,True,0,2,beachhead
2018-09-25 14:06:00,True,0,4,WinterWolverine
2018-09-26 12:27:00,True,0,4,leosaysfosho
2018-11-02 12:07:00,True,0,0,LTTrr1
2018-11-02 14:42:00,True,1,2,LTTrr1
2018-11-08 10:25:00,True,0,4,cobra67
2018-11-08 10:37:00,True,1,1,wspringinn1
2018-11-08 10:39:00,True,0,1,wspringinn1
2018-11-08 10:40:00,True,0,1,wspringinn1
2018-11-08 10:43:00,True,0,0,wspringinn1
2018-11-08 10:45:00,True,0,2,wspringinn1
2018-11-08 10:47:00,True,0,1,wspringinn1
2018-11-08 10:49:00,True,1,0,wspringinn1
2018-11-08 10:50:00,True,0,0,wspringinn1
2018-11-08 10:51:00,True,0,3,wspringinn1
2018-11-08 10:53:00,True,2,0,wspringinn1
2018-11-08 10:54:00,True,0,0,wspringinn1
2018-11-09 10:42:00,True,0,3,Nucks67stang
2018-11-09 10:43:00,True,0,2,cobra67
2018-11-09 11:17:00,True,0,0,cobra67
2018-11-09 11:48:00,True,1,0,cobra67
2018-11-13 11:17:00,True,0,0,wspringinn1
2018-11-13 11:19:00,True,1,0,wspringinn1
2018-11-13 11:20:00,True,0,2,wspringinn1
2018-11-13 11:27:00,True,0,1,wspringinn1
2018-11-13 11:30:00,True,0,1,wspringinn1
2018-11-14 13:24:00,True,0,0,LTTrr1
2018-12-07 15:53:00,True,0,2,kensin2some
2018-12-10 10:08:00,True,0,3,Nucks67stang
2018-12-10 10:09:00,True,0,3,Nucks67stang
2018-12-20 10:36:00,True,0,1,georgeyann
2018-12-20 10:41:00,True,0,0,sbostrom
2018-12-20 10:41:00,True,0,2,sbostrom
2018-12-21 12:22:00,True,0,1,sbostrom
2018-12-21 14:45:00,True,0,4,LTTrr1
2018-12-21 14:45:00,True,0,3,LTTrr1
2018-12-26 11:47:00,False,0,0,Zipp
2019-01-02 10:02:00,True,0,2,Nucks67stang
2019-01-02 11:55:00,True,0,2,Nucks67stang
2019-01-04 13:11:00,True,2,3,sbostrom
2019-01-04 14:54:00,True,5,1,mjf7687
2019-01-07 09:54:00,True,1,4,PluggersBiggestFan
2019-01-07 10:02:00,True,1,3,phallic133
2019-01-07 10:08:00,True,0,5,borntoberich
2019-01-07 11:14:00,False,0,1,Zipp
2019-01-07 12:03:00,True,0,0,G2Trader
2019-01-08 12:24:00,True,0,1,bengman007
2019-01-08 12:27:00,True,0,1,borntoberich
2019-01-08 12:35:00,True,0,3,jasonhowardkaiser
2019-01-08 12:36:00,True,1,8,jasonhowardkaiser
2019-01-09 10:11:00,True,0,2,mjf7687
2019-01-09 10:12:00,True,0,2,G2Trader
2019-01-09 10:15:00,True,1,3,jasonhowardkaiser
2019-01-09 12:59:00,True,1,6,TWALV33
2019-01-09 15:30:00,True,1,3,dbl07
2019-01-10 12:29:00,True,0,1,Stilts617
