2019-07-22 09:30:00,True,0,2,Azred
2019-07-22 09:36:00,True,0,0,BullWithWings
2019-07-22 09:37:00,False,6,1,bullpride
2019-07-22 09:41:00,True,0,2,razor3
2019-07-22 09:42:00,True,0,2,ApexFreak
2019-07-22 09:43:00,False,0,0,PositiveCashFlow
2019-07-22 09:43:00,True,0,1,razor3
2019-07-22 09:43:00,True,2,1,Trade_to_Profit
2019-07-22 09:44:00,True,0,0,BullWithWings
2019-07-22 09:51:00,True,2,4,BullWithWings
2019-07-22 09:54:00,True,1,1,razor3
2019-07-22 09:57:00,True,1,1,barrytran1107
2019-07-22 10:00:00,True,0,7,MMASTOCKS
2019-07-22 10:07:00,True,1,0,Wanttobecomemillionaire
2019-07-22 10:08:00,True,0,4,DrJamIII
2019-07-22 10:11:00,True,0,1,Azred
2019-07-22 10:18:00,False,0,0,bullpride
2019-07-22 10:26:00,True,0,1,razor3
2019-07-22 10:28:00,True,0,1,razor3
2019-07-22 10:28:00,False,0,1,Turner_Sparrow
2019-07-22 10:29:00,True,13,2,razor3
2019-07-22 10:39:00,False,0,1,Boogeyman
2019-07-22 10:41:00,True,0,1,razor3
2019-07-22 10:44:00,False,3,2,Rawstatus
2019-07-22 10:48:00,False,0,0,PositiveCashFlow
2019-07-22 10:50:00,True,0,0,razor3
2019-07-22 10:53:00,True,0,0,razor3
2019-07-22 10:57:00,True,0,2,razor3
2019-07-22 11:05:00,True,12,3,razor3
2019-07-22 11:07:00,True,0,6,Wanttobecomemillionaire
2019-07-22 11:07:00,True,0,2,razor3
2019-07-22 11:19:00,True,0,0,Wanttobecomemillionaire
2019-07-22 11:21:00,True,0,0,razor3
2019-07-22 11:26:00,True,0,2,razor3
2019-07-22 11:29:00,True,0,4,ApexFreak
2019-07-22 11:29:00,True,0,1,razor3
2019-07-22 11:32:00,True,0,0,razor3
2019-07-22 11:42:00,True,6,2,dman6
2019-07-22 11:47:00,True,0,2,razor3
2019-07-22 11:53:00,True,7,1,razor3
2019-07-22 11:54:00,True,0,1,razor3
2019-07-22 12:01:00,False,0,2,PositiveCashFlow
2019-07-22 12:05:00,True,0,4,MisterBelding
2019-07-22 12:05:00,True,0,4,MirTheHygienist
2019-07-22 12:12:00,True,0,2,razor3
2019-07-22 12:24:00,True,0,2,MisterBelding
2019-07-22 12:24:00,True,0,2,MirTheHygienist
2019-07-22 12:26:00,False,3,0,PositiveCashFlow
2019-07-22 12:26:00,True,3,3,derek_james
2019-07-22 12:27:00,True,0,2,JustAGlitchBTMFD
2019-07-22 12:30:00,True,0,0,razor3
2019-07-22 12:39:00,True,0,3,razor3
2019-07-22 12:57:00,True,0,1,razor3
2019-07-22 12:58:00,True,17,4,RandallCrowder
2019-07-22 12:58:00,True,17,4,RandallCrowder
2019-07-22 13:01:00,True,1,5,derek_james
2019-07-22 13:02:00,True,0,1,razor3
2019-07-22 13:07:00,True,0,1,razor3
2019-07-22 13:11:00,True,0,2,razor3
2019-07-22 13:18:00,True,0,0,razor3
2019-07-22 13:22:00,True,0,0,GregoryCo
