Zippy510,,2019-02-11 15:56:00,0.7393,PTN MMs are being nice enough to price it up into the close
Zippy510,,2019-02-11 14:42:00,0.7318,PTN Now we have some action 10K sitting on bid 34K on ask but ask now has another 40K loaded on ask 75 Still screams lower
MyGreenGiant,,2019-02-11 14:16:00,0.7314,PTN Probably going to see the 60s for a short while after earnings Unless of course there is some remarkable results Doubt it
Zippy510,,2019-02-11 13:32:00,0.7313,PTN Hope some were not left holding the bagthis is just the turn headed much lower Back to upper 60s and will test new lows
epsguid,,2019-02-11 13:01:00,0.7301,PTN is scheduled to report earnings before the market opens tomorrow via eWhispers earningswhisperscomstocks
eWhispers,,2019-02-11 12:53:00,0.7301,AM earnings SHOP UAA JLL MDSO TAP NRZ ONDK OMC NMRK AYR HUN MLM IPGP WELL USFD PTN FIS TOWR STE earningswhisperscomcalendar
mojomama,,2019-02-11 12:28:00,0.7359,PTN adding on retrace
DC_10,,2019-02-11 11:07:00,0.7481,PTN Look at their product pipeline and their FDA schedule IT is very very strong I am optimistic on this bad boy
ronf,,2019-02-11 10:25:00,0.753,PTN Constant BS fro ZIPPY510 Wants to cover his short position as low as possible Many positive catalysts here Do your DD
Zippy510,,2019-02-11 10:18:00,0.7591,PTN Look to be loading for one more push prior to releaseif you want out this may be your only liquidity Just saying
Zippy510,,2019-02-11 09:40:00,0.7601,PTN There was just a tastehere is comesDamn folks this does the same shit over and overwake up
Zippy510,,2019-02-11 09:38:00,0.7688,PTN MMs trying to squeeze last few pennies before dismal release tomorrow when all see the burning of money they have executed 65 to 70
