risenhoover,,2019-02-06 15:37:00,15.946
cctranscripts,,2019-02-06 15:31:00,15.931
livetraderalerts,,2019-02-06 15:16:00,15.954
sister,,2019-02-06 14:52:00,15.948
CEOBuys,,2019-02-06 14:10:00,15.995
EstimizeAlerts,,2019-02-06 13:24:00,16.032
