cctranscripts,,2019-02-06 15:41:00,30.893
risenhoover,,2019-02-06 15:11:00,31.023
EstimizeAlerts,,2019-02-06 14:48:00,31.05
CrowdThnk,,2019-02-06 10:42:00,30.905
