ScroogeMcDuckMoney,,2019-02-06 14:35:00,9.273
EquityFeedAlerts,,2019-02-06 12:37:00,9.265
EquityFeedAlerts,,2019-02-06 12:31:00,9.27
androsForm,,2019-02-06 10:48:00,9.285
EquityFeedAlerts,,2019-02-06 10:26:00,9.257
OrangeIsTheNewBlack,,2019-02-06 09:54:00,9.243
