Donfacha,4,0,11.76,78,1,0,48,19
Bocasungirl,1,0,11.72,9,1,0,18,3
DBH64,6,4,11.72,52,2,1,66,33
IBott,5,3,11.67,1.4k,0,7,315,19
BettyWhite,5,0,11.55,1.3k,51,41,6.6k,8
DivFitness,16,19,11.54,467,65,6,39,7
Chomp123,2,0,11.53,443,6,9,301,76
Ach56,3,0,11.52,21,1,0,67,0
AhMexico,1,0,11.5,497,47,5,233,175
04bakhtb,12,0,11.49,499,132,12,355,27
6a6ka,3,2,11.47,1.9k,119,40,618,74
CommonGrounds,16,0,11.46,154,17,0,113,21
BasedRemy,28,1,11.44,343,21,9,165,47
DasCoutts,11,6,11.43,4.3k,20,35,4.3k,23
BShays,2,0,11.38,101,4,3,734,8
Addicted69,4,1,11.36,617,77,5,173,49
CMatc,9,11,11.26,125,14,10,537,54
BuyByeBy,21,8,11.26,12.0k,55,114,8.0k,76
Amrinvest,4,0,11.23,24,0,1,66,3
Constantineistaken,9,3,11.23,111,3,1,116,26
BWalk007,27,36,11.1,15.2k,102,163,41.1k,111
Aber,5,2,11.01,2.3k,4,15,2.4k,6
BobSagot,22,16,10.99,1.7k,75,23,1.6k,57
Atreyu25,5,0,10.97,13,1,0,31,1
BBandit203,2,0,10.96,9,0,0,0,6
Cashmoney101,2,2,10.94,297,81,6,48,135
Builder2015,5,1,10.87,6.0k,98,90,567,45
2DMooN,4,0,10.86,5,2,0,2,0
Alaskaboi78,23,9,10.85,1.1k,84,22,1.6k,43
AlexiDT,1,0,10.84,4,3,1,8,5
Commas,6,5,10.84,1.4k,34,13,625,39
Daveshort,3,0,10.83,11,0,0,11,0
Arlan1,13,18,10.82,350,2,2,243,15
1dayasalion,2,0,10.79,93,24,11,49,28
Bitcoin20K,7,3,10.79,3.3k,102,158,2.5k,67
CatalystTrading,13,7,10.71,643,81,24,299,101
AcutusSocii,10,0,10.69,35,1,0,168,10
Believe121,6,7,10.69,7.4k,146,164,4.8k,102
Apothy,11,5,10.67,270,17,3,49,3
BlueMoon999,14,14,10.63,354,58,5,2.2k,13
Gyping,2,0,10.62,38,3,1,83,5
DavidPerron,3,0,10.62,11,8,0,6,16
EZMoneymaker,13,28,10.58,790,105,23,1.1k,55
BOOT24,14,16,10.56,58,8,10,128,2
1bamaboye,2,0,10.55,11,39,2,3,32
ClamSnorkel,3,1,10.54,88,64,0,35,24
Cdrewery1,2,2,10.51,630,47,12,1.6k,86
DrKyle,1,1,10.49,1.4k,69,41,1.8k,48
Bloodsheder1234,1,2,10.48,68,2,0,0,1
CANESTIME,3,5,10.44,283,59,3,36,8
Britlion,20,0,10.43,1.2k,2,10,755,3
Bart404,1,0,10.42,232,6,4,347,44
EliEscobar,8,5,10.4,99,10,1,608,20
BauschandLONG,3,0,10.38,2.8k,38,36,319,47
2Black2Strong,8,0,10.34,1.2k,53,10,86,2
ConcernedCitizenn,7,2,10.34,51,0,0,350,1
DeanJ7575,2,0,10.33,879,1,3,157,5
BullsRunning,5,0,10.31,330,1,2,29,7
DOC1977,4,1,10.29,18,0,0,10,5
Aeriya,3,1,10.28,29,1,0,16,13
8lunch,3,1,10.26,891,88,13,446,117
Borinquen1978,2,0,10.26,910,165,31,462,1
FlipperStick,1,0,10.23,2.7k,9,29,7.1k,21
FMFVet,10,10,10.16,279,62,4,387,31
CoderBlix,19,5,10.16,2.4k,50,19,175,44
Dieseld28,3,2,10.15,934,62,19,419,98
ButMuhSPYCalls,41,40,10.07,235,3,1,118,35
CastleTrade,8,3,10.04,177,31,30,92,25
5StarTrader,26,35,10.01,848,10,27,686,13
Abhisj,1,0,9.98,6,21,1,234,17
3million,3,0,9.95,2.5k,84,26,3.6k,145
91DanMarino,4,0,9.88,408,7,2,825,181
AlphaSmurf,3,0,9.85,44,57,1,26,7
Blaker87,2,1,9.85,27,7,0,32,13
Dachshundtrader,21,15,9.84,663,67,17,278,17
Detroitgreen,9,0,9.83,98,60,1,228,4
Colorpia12345678,2,0,9.83,21,4,1,2,1
Dawgshepherd,14,0,9.82,235,0,1,59,1
AMosey,11,4,9.72,929,13,10,3.8k,36
BobbyAxeAxelrod,3,0,9.71,1.1k,118,32,34,10
BroGuy,4,1,9.71,4.1k,21,55,3.6k,1
11TB,4,0,9.64,4,0,1,8,7
DecBabe,12,6,9.61,3.4k,8,457,2.5k,86
CapeCard,17,10,9.57,473,71,17,422,269
CLG532,1,0,9.57,103,27,3,131,22
Havie,1,0,9.57,2,5,0,5,16
1212c8,1,1,9.56,84,20,10,22,12
Chickenstick1,2,0,9.54,202,0,1,33,0
3baskett,5,5,9.5,19,16,1,55,18
ChoiceFX,10,0,9.5,95,18,2,4,18
CarlPicks,1,0,9.46,21,0,1,28,0
Blufinn,6,2,9.41,22,1,0,7,14
CanadianStockStar,35,62,9.41,3.2k,0,91,1.9k,79
Braytan,4,4,9.37,681,8,8,439,226
Cp215,6,2,9.37,146,5,2,323,0
CardinalOptions,13,0,9.36,108,8,175,3,0
Briefcasebusinesssuitman,5,0,9.33,21,0,1,18,6
Aminofx,4,3,9.29,130,4,1,104,250
Cryptonymous,8,0,9.29,12,0,0,2,4
4Stacks,3,0,9.28,16,65,0,6,28
Archidion,7,8,9.28,1.5k,13,14,231,17
Enzyme03,1,0,9.27,324,21,6,1.2k,57
Bobbyplane1022,18,13,9.24,1.1k,16,20,1.1k,85
CANES,3,0,9.24,75,59,3,20,24
CercleRouge,6,3,9.24,234,61,6,1.4k,35
BigDipper26,14,8,9.23,7.1k,80,198,1.5k,38
Cvrdcall1,4,2,9.23,65,0,0,600,33
BlueSuedeShoes,5,0,9.22,1.6k,23,42,10.1k,18
AUPHSTOCK,8,7,9.21,215,1,2,84,21
BenJaminit,37,69,9.21,450,32,33,163,34
Ceisucks,1,0,9.21,6,0,0,2,0
CPRXFollower,10,5,9.12,162,59,4,61,1
Alligator,7,0,9.09,916,60,5,17,8
AlexAow,9,7,9.08,845,8,29,576,55
GreedyAF,1,2,9.08,149,5,2,453,31
Bajirao1,2,3,9.06,56,0,1,6,2
Daniele1986,1,0,9.06,1.4k,24,39,942,47
Aegis7410,2,0,9.04,59,17,2,310,10
BENJAWTRVN,1,0,9.02,22,1,14,19,5
Deception15,1,0,9.02,99,5,2,2,15
DelaDiva,1,0,9.02,3,0,1,1,3
CCase4,14,9,9.01,995,70,6,660,30
Highspiritz,1,0,8.93,1.5k,137,9,277,177
Aria2014,4,2,8.92,804,5,13,1.0k,17
AlphaAboveAll,1,0,8.92,458,73,13,208,9
EagleMania65,7,10,8.91,216,0,1,312,19
DiscoContango,6,5,8.9,642,0,13,114,8
ARB11,3,0,8.83,365,74,4,585,98
AwkwardTommy,2,2,8.82,410,77,12,1.0k,194
Airic,12,0,8.81,77,63,5,37,50
AllMightyD,25,0,8.77,13.0k,42,412,2.8k,95
Bobthepig,10,5,8.75,633,65,8,429,7
Blindcheck,1,0,8.74,32,29,0,113,132
CaliGolden,3,0,8.74,33,0,0,5,4
CharlotteTrades,1,0,8.69,232,0,4,124,16
Antwuuan,5,0,8.64,78,2,3,196,12
Croesus,20,35,8.63,2.0k,34,24,861,11
Capgains1234,1,0,8.62,2.4k,39,20,193,19
BullKhan,4,0,8.55,17,0,0,15,15
AggieBaller32,23,13,8.52,414,3,4,79,11
DDaphne52,25,28,8.5,6.0k,215,269,8.8k,35
Dayvid,50,54,8.5,3.1k,5,78,1.1k,2
Blaltop,5,3,8.46,23,2,2,5,1
AlphaSwingRide,2,0,8.42,45,0,0,278,0
Axanor91,3,0,8.4,9,3,0,31,4
ATeeter,1,0,8.39,157,71,1,66,6
Bran71,5,3,8.35,47,20,0,146,8
DMBizzle,3,0,8.35,104,13,1,65,89
Daryosh,2,0,8.3,7,4,1,12,8
Dardog,5,1,8.28,2.4k,2,2,1.8k,19
BrazenBull2,4,0,8.26,16,0,0,1,6
ASM,5,2,8.23,28.7k,30,898,2.3k,1
CCrip187,11,4,8.21,67,20,3,154,73
129BuckSilly,1,0,8.16,570,61,6,165,8
BKmoney,7,0,8.11,103,4,2,227,15
BuyLow63,19,4,8.09,6.3k,103,46,4.6k,38
CombatCollier,4,1,8.09,35,2,0,20,5
B2stealth,4,0,8.07,656,13,9,129,6
BearsAndTheBees,1,0,8.02,2,0,0,5,3
Charsthoughts,3,0,8.02,17,57,0,33,24
Berggy9,7,0,7.96,67,1,1,38,4
Caramico13,41,25,7.92,598,0,4,528,1
AcesFull602,6,7,7.87,438,9,19,74,30
CashMoneyHundredaire,3,3,7.85,98,4,0,90,120
AppleFan2015,9,1,7.84,4.9k,62,38,392,42
BdGtradeR,4,3,7.83,50,4,1,122,15
ArkAngel777,2,3,7.81,64,10,5,71,57
Daniel2323,3,0,7.8,20,13,4,2,5
Bumpynuckz,14,7,7.79,135,2,4,18,9
CashBGone,5,2,7.78,274,0,3,15,20
CaddyTips,9,11,7.76,161,6,3,142,19
DonaldDrumpf,6,0,7.75,124,79,7,283,52
Chrisexp66,3,0,7.74,6,5,0,1,15
Chikki2010,6,8,7.74,479,3,2,100,30
BrokeNoob785,4,5,7.73,112,3,2,37,14
BHCto30,3,0,7.69,854,70,23,668,62
Dchute13,3,5,7.69,1.9k,7,15,645,27
Brownsguru,3,1,7.68,683,73,8,4.6k,41
ChavaC,2,0,7.67,25,6,2,11,12
BBRYian,2,0,7.66,341,89,6,309,274
ASRoma,2,0,7.65,461,58,1,289,60
Bushmills88,2,1,7.63,1.1k,27,26,1.3k,17
Airdrew,1,0,7.55,18,32,3,57,80
BobWEIRD,2,0,7.54,2.1k,147,133,2.4k,20
Hockeystickchart,2,0,7.54,205,60,3,1.5k,12
BarthBagg,4,0,7.53,4,1,0,23,1
BlackjackCapital,3,0,7.49,196,0,2,15,2
BijanT,4,1,7.48,20,0,0,35,0
DanOzz,18,0,7.43,163,6,2,123,2
AscendPayday,8,6,7.41,368,30,203,38,34
BullBearCharts,2,0,7.4,2.6k,43,2.6k,253,2
Cavalier7364,5,6,7.4,605,6,9,464,141
BigBrainTrain,5,4,7.39,2.7k,86,19,222,42
Crankyoldman,10,0,7.39,73,1,2,6,6
BullyKid,4,4,7.39,40,3,1,24,25
BullRidr,46,0,7.37,322,76,7,274,5
GForce47,1,0,7.36,22,0,0,3,0
BobbyNickels,2,4,7.34,310,39,5,881,27
Brand1984,1,0,7.3,18,1,0,94,8
Drillman,13,15,7.3,330,4,9,663,78
Bierguy76,1,0,7.3,22,0,0,9,1
CheersOrTears,14,12,7.27,230,11,2,182,23
FaizTrader,2,0,7.24,1.6k,94,23,922,34
CaptainDeadpool,2,0,7.23,108,9,0,40,92
BendThem,4,2,7.22,136,2,0,16,0
Chasealmighty,3,5,7.19,100,18,1,271,20
2buras,1,0,7.17,18,5,0,25,1
Dhsfhxjs,66,67,7.17,991,13,22,95,12
Bluzguitar,1,0,7.16,20,64,1,86,19
BolenArrow,2,0,7.12,629,10,4,364,19
CPKC,3,9,7.11,5.5k,28,112,1.2k,39
BigPlayRay21,1,0,7.1,9,0,0,117,28
BluesClues,6,5,7.07,51,0,0,64,1
13C0151,1,1,7.06,2.6k,5,24,14,4
Bankpas,4,4,7.05,121,0,0,160,34
BetaShark,4,3,7.0,108,2,1,26,8
Brad2958,29,13,7.0,315,8,2,85,14
AfricanG,4,1,6.92,553,8,8,193,35
BryanKow22,4,2,6.92,188,26,9,543,68
AnthonyGalano,5,0,6.91,16,0,0,9,8
Dannydlcy,2,0,6.9,134,17,1,63,46
DentalJay,2,0,6.9,666,31,9,496,57
BiotechJedi,3,3,6.89,410,3,156,0,19
Bullrun,9,5,6.89,4.8k,20,51,22,42
Bugaboo55411,2,0,6.88,26,0,0,22,16
EWFSanjay,16,17,6.87,5.6k,5,193,28,6
Bholler,35,27,6.85,328,4,3,185,5
Coups1010,1,0,6.84,394,14,6,641,29
BigDannyP,21,18,6.83,327,19,13,987,1
ChemTrader17,6,3,6.79,428,6,7,177,36
Fomosaursrex,4,1,6.77,185,16,2,66,33
Brainstormingideas,3,2,6.75,52,123,11,62,37
Arry1,3,2,6.71,13,1,0,10,6
ChokoloskeeChic,1,0,6.67,764,70,8,1.0k,22
BuffaloTrades,1,0,6.67,247,67,6,490,2
DrScales,12,8,6.64,43,0,0,51,10
AmazonGod,5,4,6.62,141,3,0,140,32
Chartguy10,10,4,6.62,173,53,11,1.0k,5
Andalus,21,2,6.6,664,25,18,6.5k,14
Bameron,6,4,6.59,64,9,3,25,30
BullsAndBenjamins,5,5,6.59,606,5,4,128,13
BullofwallstrtEPS,2,0,6.48,312,3,8,221,94
Arby013,12,5,6.44,753,75,18,291,10
91TTZ,3,1,6.41,297,39,7,1.2k,188
DingoButt,7,7,6.41,142,0,0,71,14
BigD1986,2,0,6.4,1.5k,62,5,584,16
Cornbreadthug,8,1,6.38,375,3,1,505,18
BeenthereB4,1,0,6.32,95,17,5,85,33
Chance5tr0ng4rm,3,0,6.3,14,2,1,54,10
BullByHorns,2,0,6.26,3.6k,20,30,1.1k,2
AceTheSmallDMoneyMan,2,0,6.25,2.9k,11,40,641,30
Amaury5000,3,0,6.24,482,13,5,1.9k,52
CreamPieJr,13,15,6.24,1.3k,11,13,161,73
CatMoney,1,1,6.23,316,87,17,2.2k,23
Bondo1981,2,0,6.2,184,4,0,148,17
740buckeyehunter,1,3,6.2,509,23,6,377,15
AlphaJPL,2,1,6.18,374,0,8,187,29
CNotesPlus,1,2,6.18,42,1,7,20,9
DeanCohen,1,0,6.15,328,63,7,21,3
Bruceweezy,1,0,6.13,2,0,0,13,0
DarthTraderSays,2,0,6.1,1.1k,90,30,4.8k,60
Cindie,4,3,6.06,8.7k,226,264,4.0k,8
BearLoot,8,4,6.05,100,56,3,106,51
Atomaton,2,0,6.05,6,0,1,7,1
BriarB,2,0,6.03,37,0,0,5,14
BioTech8,1,0,6.01,452,8,11,369,7
BrazenTrader,7,22,6.0,857,17,14,944,122
Caseylee54,8,0,6.0,475,21,5,2.0k,7
24thayer,5,4,5.97,4.1k,32,68,6.5k,16
Banditranger,1,0,5.95,8,4,0,57,7
Chris13579,2,0,5.95,209,0,0,19,0
3dStockGuy,1,1,5.94,2,0,1,7,5
BeardBird,14,15,5.94,705,18,31,605,67
Bulldog18603,2,0,5.94,83,1,0,2,13
Chozen1,134,103,5.94,4.6k,139,154,4.5k,21
BROZOLAND1,9,0,5.93,21,2,0,28,24
BloodSucker,3,0,5.92,43,0,0,14,5
Bitman,6,0,5.91,410,63,6,136,66
ClevelandBrown,13,4,5.91,5.6k,212,121,1.0k,135
CoolMoeBee,1,0,5.9,15,1,0,9,4
CashMoneyKC,3,1,5.9,1.0k,48,19,1.3k,57
Chatking,7,3,5.9,676,32,3,208,35
Adamelmostehi,11,10,5.86,608,54,483,146,18
459Ventures,1,0,5.82,1,0,0,0,8
Anditzgone,1,0,5.82,173,27,3,611,5
CashBubble,1,1,5.81,724,60,3,381,170
Bwopfresh,1,0,5.79,61,4,2,2,9
AquaKnight,7,9,5.78,7.3k,15,72,5.5k,55
Chrisk25,7,0,5.77,29,0,0,134,1
Cropduster,1,0,5.76,133,0,1,19,11
Daphael,1,1,5.76,53,61,0,21,4
2knx9,1,0,5.71,13,2,1,11,7
BabyFarkMcgeezax,1,0,5.71,117,5,6,2.4k,62
AJ6868,1,0,5.7,1.5k,67,9,3.8k,153
CurtG,3,3,5.68,3.8k,35,54,511,11
912REKT,3,0,5.67,5,5,1,3,0
DeerBoy,10,15,5.66,1.8k,0,46,1.2k,194
Cairnstorm,1,0,5.64,517,12,6,398,31
0ilmoney,3,1,5.63,198,61,5,10,1
Desibenz,3,0,5.63,363,54,8,89,7
BigRisk01,2,0,5.62,8,4,0,30,4
Cuttinghedge,2,0,5.62,66,62,2,9,4
BullClinton,24,26,5.59,3.5k,5,47,1.1k,28
BrownieKing69,2,1,5.58,21,0,1,40,7
Ascendingvibration,1,0,5.57,1,0,0,9,0
Bmin,1,0,5.57,3,0,0,2,2
AliceGlass,1,1,5.53,242,8,7,63,99
Chenghiskhan,23,36,5.49,839,11,10,270,25
Brinopolis,5,0,5.47,15,0,0,40,2
AdamGlowacki,1,1,5.44,166,88,10,1.6k,15
Chivaz,9,0,5.44,165,11,3,344,13
DELFUZZ,3,0,5.44,49,63,0,87,37
1blindangel,3,1,5.39,44,16,0,25,29
AlwaysLate,1,0,5.36,193,69,6,256,68
CaptainOyama,2,3,5.36,775,116,36,107,18
BackPack1,2,0,5.35,48,1,1,5,16
Brks380,2,0,5.35,9,11,0,1,6
CB750,2,0,5.32,43,4,1,49,6
DPA713,1,0,5.31,1,3,1,1,41
AllenC1186,2,0,5.3,75,3,1,32,4
BtkInvestor73,22,0,5.3,120,0,0,58,0
BigT4X,2,1,5.29,330,107,25,1,12
Blueporscher1,12,6,5.2,397,2,1,365,24
2nPlusOne,1,1,5.19,234,51,4,62,24
BlueLineTightrope,3,0,5.19,1.2k,11,12,1.8k,9
GRM,1,0,5.13,95,6,4,120,2
5DaySwing,1,0,5.13,110,2,0,457,11
ArtsanMoney,8,11,5.1,272,0,7,69,4
CSEL,22,5,5.1,306,8,6,578,22
AlbertoEinstein,13,12,5.09,1.0k,61,11,484,12
CrayCharles,6,3,5.07,70,12,2,248,85
2bRich,2,1,5.04,188,1,0,313,32
Arthur3302,19,3,5.0,124,7,3,42,4
23rst,2,0,4.99,239,161,8,411,120
DLB4,2,0,4.97,2.8k,56,40,66,42
BullRexXx,12,0,4.95,21,2,0,39,2
BiggyD,2,1,4.92,2.1k,49,49,325,15
1hunitk12,6,0,4.91,14.6k,195,100,4.5k,37
AirTiz81,4,0,4.88,645,51,6,129,10
DeepBlueC,1,0,4.85,381,22,5,193,173
Buffett15,6,11,4.84,2.5k,3,23,425,27
FatPLover,3,2,4.84,519,1,0,109,9
BennyV,1,0,4.84,1,2,0,0,1
DWAL89,3,1,4.84,264,1,2,787,14
937Global,6,6,4.83,342,195,25,53,118
BHTrades,1,0,4.83,1.3k,14,17,98,202
CLEstormtrooper,1,0,4.82,247,19,6,155,8
Deno075,18,17,4.82,1.1k,72,11,276,164
99flhr,5,7,4.81,2.0k,14,14,919,141
Broseph420,8,2,4.8,1.4k,78,7,2.2k,6
DValuePositionTrader,3,9,4.79,43,1,5,87,3
6YiMMY,3,2,4.78,50,1,1,13,17
Akirabiotech,10,0,4.78,168,2,7,4,23
Bearballer,2,1,4.73,137,0,5,161,14
BryanSJU,6,1,4.73,852,8,12,1.0k,37
ExcelJunkie,4,0,4.72,197,45,7,137,17
3i3,3,0,4.7,11.6k,498,153,11.1k,39
BestBiotech,4,2,4.69,2.8k,118,230,5.3k,128
DiamondJim19,5,8,4.69,309,18,12,24,6
Cdawrld,1,5,4.66,26,2,0,223,12
Galactus16,7,12,4.65,95,21,2,386,13
BungeeBob,1,0,4.64,371,3,3,265,31
2damdope,33,29,4.63,462,22,6,1.1k,6
Ameet,1,0,4.62,117,14,2,54,3
Cabbagetoast,1,0,4.62,57,1,0,14,56
AxelPaparazzi,4,0,4.62,262,20,4,181,17
Bigboy0206,6,2,4.61,734,29,11,214,119
Bodie1848,5,0,4.59,655,6,11,210,41
Chickenboy30,1,0,4.56,10,2,0,9,22
BAWtrader,1,0,4.55,9,1,0,0,6
Catastrophik,9,9,4.55,4.7k,8,102,7.5k,20
BigToke,2,0,4.52,100,5,1,127,2
ALLGOODNOW,3,3,4.51,84,4,2,7,13
CSfund,2,10,4.51,611,89,8,53,60
DarkHorizon,2,2,4.5,8,0,0,0,0
Diane007,3,0,4.5,487,41,23,629,44
BullFighters,1,0,4.49,288,4,7,8,32
Easymoney12,3,6,4.49,196,14,2,775,5
Bleezzy,15,1,4.48,69,0,2,17,8
BeaverEater416,9,2,4.47,2.0k,16,25,3.7k,16
Aktiestinsen,2,1,4.45,168,38,4,21,92
50Gs,1,0,4.44,238,95,18,270,290
4nshukla,1,1,4.42,10,1,0,1,11
4aads,131,103,4.42,2.9k,8,19,4.8k,2
Cigar16,1,0,4.41,22,0,0,2,1
Cmezarealtor,15,11,4.4,129,10,3,678,15
DoomsDayD,18,1,4.38,677,4,11,25,11
Daxx,1,0,4.38,4.8k,67,101,509,237
Fabalistic,4,0,4.37,90,25,0,58,10
CatLife,1,1,4.36,17,3,0,99,13
Bullrun101,9,7,4.33,84,15,2,177,13
CreepinOnAComeUp,2,0,4.33,27,6,0,10,65
Alohainvestor,20,11,4.33,115,0,3,403,2
AceTrade85,2,0,4.31,52,1,0,47,2
DaMofoTruth,39,45,4.3,648,1,11,166,49
604bull,1,0,4.29,15,0,0,7,28
Ashbee,10,15,4.29,183,15,1,36,13
AreMcFar,2,1,4.25,416,66,9,416,74
Charr,2,0,4.24,15,67,2,2,15
1Putterboy,1,0,4.24,33,6,1,3,1
Buylowsellreallyhigh,5,6,4.19,148,1,3,329,5
Darkwebtrader007,4,3,4.19,4.7k,282,133,9.6k,14
Capcom1210,6,2,4.19,11,0,0,0,20
CaptHindSite,11,5,4.14,1.2k,19,22,558,152
2RipLongChic,1,0,4.13,57,2,9,103,131
Backstop,1,0,4.13,13,64,1,12,6
AlexVargas,6,8,4.12,57,1,1,26,8
Corvinus,2,1,4.12,50,2,2,22,12
AdamG11,7,6,4.09,49,0,1,66,25
Croy82,1,0,4.09,11,0,0,4,9
Burt3,4,0,4.07,16,0,2,0,1
AZresident,3,0,3.99,4.4k,75,39,2.4k,27
BigBill72,2,4,3.98,1.2k,5,4,805,23
Bonadio554,2,0,3.98,38,73,5,62,65
CapitalFoundry,1,0,3.97,663,102,7,413,181
BuySmallGainBig,2,0,3.97,34,0,2,29,8
BestStockSeeker,6,0,3.95,125,114,8,249,40
Bvigs,2,0,3.95,20,1,1,18,6
DayTrader3664,1,0,3.94,296,6,5,193,32
2GAINZ,13,19,3.93,914,70,24,256,111
BD31552,3,1,3.93,143,101,6,39,59
Annex0006,1,0,3.92,26,0,1,22,10
BullJitz,4,12,3.92,109,22,1,235,13
Chriscc24,1,0,3.86,1.5k,43,22,374,97
Andyh4,2,0,3.84,602,12,1,149,3
ApeRex,1,0,3.83,71,25,2,87,9
BillAckmannn,3,0,3.83,44,1,0,0,13
Blackened,1,0,3.83,4.4k,27,45,2.7k,30
Bullbullbullbull1234,1,0,3.81,7,0,0,0,0
BigJake74,2,0,3.77,1.6k,25,19,385,26
Devereux713,3,6,3.76,685,1,5,391,1
BravoSayz,1,0,3.76,41,17,3,27,51
BrennansMangina,1,0,3.76,32,11,3,20,7
Crabbin,1,0,3.75,134,91,9,1.4k,11
4Brady2017,2,0,3.72,440,34,25,4.9k,25
Alex01995,1,0,3.72,7,0,0,0,0
DirtyBelfort,4,1,3.72,638,5,27,258,19
70sTwit,1,0,3.64,746,15,8,1.2k,92
Bigtimedreams,4,0,3.63,72,46,7,760,27
AshvsEvilDead,5,2,3.63,3.9k,24,24,1.6k,15
DarthRader47,2,0,3.62,62,0,0,18,5
Cunedda,1,3,3.61,47,7,4,93,130
BizzyBone,1,0,3.6,169,9,3,143,56
CZB,5,0,3.6,27,71,2,32,25
DRCPro,1,0,3.6,73,5,3,51,8
30BaggerVance,2,0,3.59,6,2,0,5,25
BassMan4fun,5,1,3.57,196,4,24,27,0
Bull619,2,0,3.57,30,1,1,81,2
CMFFT,1,4,3.56,124,1,0,34,37
GUINN,5,9,3.56,646,66,6,344,27
GLobster,6,11,3.54,1.9k,89,30,263,42
BitcoinMaximalist,7,1,3.53,66,0,0,10,12
ArtofTrending,11,6,3.49,423,29,5,2.1k,54
Adeel1sheikh,1,0,3.48,9,4,0,17,1
Arich,1,1,3.46,43,73,3,49,59
4Munch,1,0,3.46,1.8k,16,13,1.2k,108
Baref00tman,1,0,3.45,42,1,2,34,4
Burnsco,1,0,3.43,3.6k,6,31,465,29
BLNTZ,4,1,3.42,145,0,1,209,7
Bkray,12,3,3.41,71,1,0,56,4
CashDADDY213,1,0,3.39,1,0,0,0,11
AdamJr,1,0,3.36,9,0,0,23,5
Blackout360,1,0,3.36,1,0,0,0,10
DJbagholder,1,0,3.36,80,2,2,71,10
Bullishmaster,12,11,3.32,119,10,14,39,10
Aalomari,4,3,3.3,622,5,7,702,207
DanDee222,1,1,3.3,23,0,0,35,0
Barguzin,2,3,3.28,566,42,67,1.8k,287
Captray,3,5,3.27,785,69,6,804,13
Algos,2,0,3.23,156,6,1,90,21
AlligatorGar,1,0,3.21,1.0k,17,9,992,9
Burp,3,6,3.21,1.0k,1,17,8,19
FeedYourHead,1,1,3.2,352,9,3,9,19
DDersch,1,1,3.2,262,34,4,384,28
327JoseF,1,0,3.19,7,0,1,10,12
AA46,15,0,3.19,198,62,4,225,15
AOE123,1,0,3.18,82,30,2,18,20
Corymra,1,0,3.17,6,2,1,0,2
12SNFU,1,0,3.16,14,7,1,5,12
DedHedFred,1,0,3.16,235,6,3,192,18
DangerDolan,1,0,3.13,10,2,1,60,7
EdWill93,5,0,3.13,347,8,6,658,8
Birdman79,1,0,3.09,234,76,4,298,62
BobSugar,3,0,3.09,13,2,1,77,3
DanMasterson49,1,0,3.08,9,0,0,16,2
Deejan,1,1,3.08,59,0,0,8,4
AXAinvest,3,0,3.07,159,68,10,386,10
DJHanz1,6,1,3.07,65,3,0,66,15
Buffetbaby,14,15,3.07,139,14,3,75,8
ArteeMay,1,0,3.06,291,26,1,5,19
00retPA,5,1,3.04,9.3k,1,33,489,28
1oldmanriver,17,6,3.03,45,2,2,124,5
ChillinZX,1,0,3.03,3,0,0,0,4
Aaroncl27,2,0,3.03,46,1,1,49,5
1rb,1,0,3.02,58,0,0,60,237
AnxGotta,1,0,3.02,27,61,2,47,9
BigBag17,7,7,3.01,36,0,0,7,3
Benthedog,1,0,3.0,12,61,1,233,16
Deeppan,1,0,3.0,27,3,0,34,14
Biostockwatcher,3,0,2.98,2.0k,63,28,1.0k,147
2drinkminimum,3,0,2.97,14,1,0,100,3
Buckanator,6,9,2.95,484,13,5,37,66
BullsonParade,3,4,2.94,2.0k,63,72,508,50
Cryptonian,4,3,2.94,967,2,13,1.2k,12
CatalystIR,1,0,2.92,1.4k,250,116,135,20
DeploraBill,1,0,2.92,8,0,0,5,4
Aquaman16,1,2,2.92,417,70,5,17,246
Alex74Italy,2,1,2.9,982,62,4,448,135
Dirtymartini66,1,3,2.9,2.2k,11,19,7.5k,9
CGKW22,3,0,2.9,216,0,0,189,7
BlackFriday13,1,0,2.88,2.8k,41,16,11.3k,44
Biomover,1,3,2.87,106,70,1,27,45
ArchCitySwings,6,1,2.86,418,25,3,666,7
DCF,1,3,2.85,4.3k,171,165,2.3k,17
BarringtonINC,40,25,2.83,10.7k,33,432,6.3k,64
Christophalese,1,1,2.82,78,0,2,0,5
DayTrader001,1,0,2.82,6,0,0,32,0
Coopdog180,1,0,2.81,21,1,0,25,6
Amarrodd,2,0,2.8,13,0,0,28,3
ArchaicHero,4,3,2.8,206,59,5,70,105
Diplo,2,1,2.8,338,99,12,231,145
CanicoMachico,3,0,2.77,40,0,0,22,5
Carrawayc,1,0,2.77,25,9,0,59,5
Caney,3,0,2.77,392,112,11,159,281
BabeRuthless702,19,11,2.76,258,67,3,299,110
Dartanian,1,0,2.76,9,10,0,36,49
1254BrooklynStUSA,1,3,2.75,1.5k,32,14,1.1k,25
BLUECHIPMACRO,1,1,2.74,432,339,62,7,0
Bioinvestor24,3,0,2.74,293,1,3,195,0
AndrePaquette,2,2,2.73,16,1,2,98,13
60percenteverytime,3,1,2.73,18,1,0,19,20
BrononymousEngineer,2,1,2.73,393,2,6,121,60
DinoBravo,2,0,2.73,217,4,6,133,44
AMZNSQUARED2,36,14,2.72,614,1,3,340,2
AH06,1,0,2.72,30,1,0,0,0
BlueCrown,1,0,2.71,41,60,0,416,19
Deego,1,0,2.71,52,62,1,48,13
CoachDavo,5,2,2.7,218,12,4,177,25
