1,0,2,1156,239.89100000000042,309.6410000000001,334,318,533,23.505,45,45,0,0,0,0,0,0,0.626641651031895,77,1,3300,756,0,0.403
1,0,0,418,8.158000000000003,67.403,118,124,217,13.756,42,42,0,0,0,0,0,0,0.543778801843318,38,0,2700,167,0,0.403
1,0,0,232,-13.407000000000004,-9.542999999999997,72,67,127,-21.288999999999998,49,49,-26.288,6,4,14,-5.854,5,0.5531914893617021,499,24,10779,1653,0,0.403
1,0,3,77,-0.8239999999999998,15.088000000000001,8,16,23,3.714,3,3,0,0,0,0,0,0,0.34782608695652173,17,4,2465,371,0,0.403
1,0,2,31,-3.9840000000000004,-4.968000000000001,1,1,3,-1.9130000000000003,1,1,0,0,0,0,0,0,0.3333333333333333,10,8,797,841,0,0.403
1,0,1,53,23.83,27.781,14,12,18,21.198,9,9,0,0,0,0,0,0,0.7777777777777778,5,1,562,386,0,0.403
1,0,4,418,8.158000000000003,67.403,118,124,217,13.756,42,42,0,0,0,0,0,0,0.543778801843318,38,0,2700,167,0,0.403
1,0,1,418,8.158000000000003,67.403,118,124,217,13.756,42,42,0,0,0,0,0,0,0.543778801843318,38,0,2700,167,0,0.403
1,0,2,144,-48.84799999999999,-69.14799999999998,27,20,61,-13.411000000000001,21,21,18.898999999999997,7,7,7,4.439,2,0.5,128,191,2457,2781,0,0.403
1,0,1,46,0.5999999999999999,6.322000000000001,4,7,9,0.5999999999999999,4,4,0,0,0,0,0,0,0.4444444444444444,9,7,1001,375,0,0.403
1,0,1,1156,239.89100000000042,309.6410000000001,334,318,533,23.505,45,45,0,0,0,0,0,0,0.626641651031895,77,1,3300,756,0,0.403
1,0,1,496,39.29499999999999,104.397,90,104,206,-44.81300000000003,43,43,21.138999999999996,4,4,7,8.079,4,0.4413145539906103,2705,11,2644,961,4,0.403
1,0,1,418,8.158000000000003,67.403,118,124,217,13.756,42,42,0,0,0,0,0,0,0.543778801843318,38,0,2700,167,0,0.403
1,0,0,53,23.83,27.781,14,12,18,21.198,9,9,0,0,0,0,0,0,0.7777777777777778,5,1,562,386,0,0.403
1,0,1,74,4.016,17.384999999999998,11,14,21,0.3719999999999998,4,4,0,0,0,0,0,0,0.5238095238095238,1,20,365,73,0,0.403
1,0,0,74,4.016,17.384999999999998,11,14,21,0.3719999999999998,4,4,0,0,0,0,0,0,0.5238095238095238,1,20,365,73,0,0.403
1,1,3,204,-16.439,-19.934,8,7,20,-16.467,3,3,26.32100000000001,38,31,63,27.30700000000001,28,0.5542168674698795,138,134,10378,142,0,0.403
