cybercash28,,2019-06-06 15:43:00,90.23,EW Weekly morning star IHI SPY XLV
cybercash28,,2019-06-06 15:23:00,90.193,SWAV Looking great here IHI XLV SPY
cybercash28,,2019-06-06 15:00:00,90.073,EW broke 180 Looking good 1835 next IHI SPY XLV
Hemorrhagica,,2019-06-06 14:47:00,90.105,SPY risk assets finally seeing a tiny spark in this rally Up to now its been XLU and XLV
TradingGods,,2019-06-06 14:41:00,90.1,SPY XLV XLK Real Estate Sector Leads the Way in Performance tradinggodsnettradinggod
cybercash28,,2019-06-06 13:57:00,90.049,EHTH STRA SPY XLV The Zacks Analyst Blog Highlights OptimizeRx eHealth Strategic Education Hibbett Sports and PCTel financeyahoocomnewszack eHealth Incprovides private health insurance exchange services to individuals families and small businesses in the United States and internationally The company has expected earnings growth of 496 for the current year The Zacks Consensus Estimate for the current year has improved by 307 over the last 60 days The stock has climbed 91 in the past month
cybercash28,,2019-06-06 13:09:00,90.051,Tape action telling us CLEARLY its a BTD mrkt Close your ears on TRADE WAR Tape action is right SPY QQQ XSW IHI XLV
cybercash28,,2019-06-06 11:55:00,89.97,VEEV ATH RSI only 678 to 180 next see PF PT SXW XLV SPY QQQ
cybercash28,,2019-06-06 11:50:00,89.985,EW Triangle bo To ATH IHI XLV SPY
cybercash28,,2019-06-06 11:42:00,90.137,SWAV consolidating and will go higher Good FA PF has 76 PT IHI XLV SPY
SunAndStorm,,2019-06-06 11:30:00,90.16,XLV has underperformed that group since the Sept 2018 high Healthcare stocks should be considered at high risk for valuation cuts all the way to the 2020Election IMO At best theyll be market correlated SPY New products high growth will help selective health stocks win big no doubt but your picker had better be working 2
cybercash28,,2019-06-06 11:00:00,90.22,VEEV PF has 197 PT RSI only 6680 Lots of room above XLV XSW SPY
EquityFeedAlerts,,2019-06-06 11:00:00,90.22,BLOCK TRADE XLV 500000 shares 9020 105539
cybercash28,,2019-06-06 10:57:00,90.195,VEEV Broke 160 and to 180 after 120 it goes up 20 My top favorite stk to own FOREVER XLV XSW SPY
cybercash28,,2019-06-06 10:22:00,90.04,JNJ HH XLV
cybercash28,,2019-06-06 09:55:00,89.815,EW HH 18350 next IHI XLV SPY
