Sexaddict,50.17,21.97,17.0,12.0
alexx013,21.14,31.82,6.0,1.0
Marbe,20.64,100.0,1.0,1.0
Thedean1010,20.42,66.67,8.0,6.0
TraderSoup,18.86,57.97,21.0,19.0
guygentile,16.76,27.91,6.0,6.0
dastud1979,11.35,23.08,2.0,1.0
ThePIG,10.58,33.33,2.0,0.0
CrashTester,9.27,100.0,4.0,1.0
10xcashflow,8.91,100.0,13.0,18.0
dixiebull,8.73,12.5,1.0,0.0
NitinRockz,3.39,4.76,1.0,0.0
lamofo,3.33,23.08,4.0,2.0
cryptopatra,2.91,14.29,1.0,1.0
areecep,2.78,7.69,1.0,0.0
axhp,2.27,5.56,1.0,0.0
ALPHATRADER01,2.02,100.0,2.0,0.0
WXMan15,1.53,3.85,1.0,0.0
dln101,1.01,3.45,1.0,0.0
kismet1987,0.56,16.67,1.0,0.0
Quantitude,0.47,1.82,1.0,0.0
tommytrade,0.28,25.0,1.0,0.0
cosmogo,-0.31,2.78,0.0,1.0
MississippiMike,-0.35,100.0,0.0,1.0
SkyLimitTrades,-0.92,25.0,0.0,1.0
ACInvestorBlog,-0.95,0.2,0.0,1.0
JAGTTMAL,-1.04,100.0,0.0,1.0
BullishTradings,-1.1,0.46,0.0,1.0
adeloach,-1.44,4.76,0.0,1.0
DARTHTR4D3R,-1.47,2.94,0.0,1.0
nortrader,-1.78,5.0,0.0,1.0
Jarbsss,-1.91,20.83,3.0,2.0
ThatDuck,-2.22,1.3,0.0,1.0
tony93,-2.22,2.0,0.0,1.0
MikeCayman,-2.35,33.33,0.0,1.0
ToviTovi,-2.37,5.0,0.0,1.0
KaroleinTriedToTrade,-2.57,50.0,0.0,1.0
Squeeebe,-2.63,66.67,7.0,9.0
StockAlerts77,-2.69,0.43,0.0,1.0
Mountaineer,-4.48,11.11,0.0,1.0
tooeaze,-4.56,10.0,0.0,2.0
trader210,-4.78,3.7,0.0,1.0
UBoarMe,-5.32,23.53,3.0,5.0
jescro,-7.74,4.35,0.0,1.0
KarateChopYoda,-8.99,6.25,0.0,1.0
DeadVegasPorscheGirl,-10.04,60.0,1.0,5.0
