PWIZZLE35,45.0,60.38,46.0,18.0
BZZZ,5.66,42.86,2.0,1.0
bostontrip123,5.23,14.71,4.0,1.0
RedCandles,3.16,6.52,2.0,1.0
gonzato,2.39,23.94,10.0,7.0
leninatg,2.19,16.67,1.0,0.0
BTrades23,2.07,3.12,1.0,0.0
QuikWitted,1.83,0.7,1.0,0.0
Mixedbag,1.75,2.63,1.0,0.0
Kabinc,1.7,4.35,1.0,0.0
shutupliar,1.7,2.5,1.0,0.0
ecommerceshares,1.62,2.5,1.0,0.0
Altruism,1.34,5.56,1.0,0.0
rocket625,0.75,17.65,2.0,1.0
GeorgeJordan,0.51,14.29,3.0,1.0
Helper,0.16,0.79,1.0,2.0
FadG,0.13,28.57,1.0,1.0
biggpapa4267,-0.3,0.5,0.0,1.0
EveryTimeICash,-0.33,6.25,0.0,1.0
lee305,-0.44,1.2,0.0,1.0
rexrodney,-0.47,9.09,0.0,1.0
GoodInvestor,-0.75,1.47,0.0,1.0
henry4867,-0.75,0.26,0.0,1.0
rddr,-0.75,4.76,0.0,1.0
songs1900,-0.75,9.09,0.0,1.0
TriPragmatist,-0.94,26.67,1.0,3.0
qiao1,-1.7,5.88,0.0,1.0
kimmystock,-2.1,4.76,0.0,3.0
MartianMoneyHunter,-2.26,10.0,0.0,3.0
itsallaboutheoptions,-4.12,0.69,0.0,5.0
