beartooth,3.17,0.5,1.0,0.0
karlaxel2,2.58,11.11,1.0,0.0
Sugarsweet,2.34,2.7,1.0,0.0
ARTattack,2.13,3.85,1.0,0.0
peemouth,1.84,22.22,1.0,1.0
RangerDave,0.98,3.23,1.0,0.0
HarveyToronto,-0.74,5.88,0.0,1.0
ebcnetworks,-0.74,4.55,0.0,1.0
CDenver,-0.77,33.33,0.0,1.0
connorw,-0.88,7.69,0.0,1.0
comdtytrader,-2.56,1.05,1.0,1.0
TheBigRagu,-2.83,66.67,0.0,2.0
ukulkarn46,-3.13,14.81,2.0,2.0
cobravenom39,-4.68,14.29,0.0,1.0
geffaxp,-6.23,0.86,0.0,4.0
alex1018,-6.3,50.0,0.0,2.0
RMI,-10.76,13.95,2.0,4.0
3xMaster,-11.85,0.8,0.0,1.0
HdentalP,-13.98,30.0,2.0,4.0
