richardiii,78.93,42.27,33.0,8.0
englishkaren,72.11,100.0,46.0,4.0
Investfaithfully,47.63,100.0,12.0,2.0
afletes,29.69,87.5,7.0,0.0
Super777,18.65,26.83,8.0,3.0
apollo1452,18.62,11.48,6.0,1.0
LauraPicksRight,12.59,2.7,2.0,0.0
bobbychef,11.95,100.0,10.0,1.0
sevenxs,9.86,1.16,5.0,1.0
Joethesje,7.55,44.44,3.0,1.0
Chingga888,7.36,4.55,3.0,2.0
BakerSt221b,6.52,3.41,3.0,0.0
PeteTheStockPicker,6.42,8.82,3.0,0.0
Stockksharerichhh,6.22,4.55,1.0,0.0
DDKrizan,5.92,83.33,5.0,0.0
JiggyTookie,5.55,2.15,1.0,1.0
Commonsense2,5.34,92.86,1.0,12.0
FonsieTrader,4.87,0.38,2.0,0.0
doosty,4.78,6.25,1.0,1.0
PapaSmurfVA,4.22,0.67,1.0,0.0
alex430,4.17,7.69,1.0,0.0
floatingintheair,4.04,3.33,1.0,0.0
russellhamilton,4.04,33.33,1.0,0.0
Stayfocused489,4.04,3.33,1.0,0.0
DaneMain,3.96,2.44,2.0,0.0
IsleTrader,2.91,12.5,2.0,1.0
hmgave,2.9,2.13,2.0,0.0
HunterT,2.47,26.67,3.0,1.0
SwingTraderTexas,2.43,6.25,1.0,0.0
Therule0flaw,2.43,11.11,1.0,0.0
BradL34,2.43,2.38,1.0,0.0
Will2ride1,2.43,2.63,1.0,0.0
stockcloud,2.43,0.34,1.0,0.0
NasdaqPoppinTagsyeahhh96,2.43,7.69,1.0,0.0
DandyD,2.43,4.55,1.0,0.0
Elkevinnn18,2.3,18.18,2.0,0.0
Krazykilla,2.17,0.67,1.0,0.0
RealCurious,1.84,4.55,1.0,0.0
stock2000us,1.52,3.45,1.0,0.0
beazy,1.19,100.0,1.0,0.0
ShortGeek,0.53,4.17,1.0,0.0
jondavid,0.34,11.11,1.0,0.0
LongHaul21,0.21,66.67,2.0,0.0
TheShepard312,-0.34,3.03,0.0,1.0
WarmDefiance,-0.47,26.67,3.0,1.0
treerogie8,-0.95,2.68,0.0,3.0
SerialStockGains,-1.84,0.35,0.0,1.0
HaterAdeTime,-5.05,13.64,1.0,5.0
raylin,-6.77,13.04,0.0,3.0
gldncrss,-55.93,5.32,4.0,16.0
Stwa,-61.93,97.22,8.0,27.0
