ShortStomper,5.27,1.96,2.0,0.0
Kenny83,2.73,5.88,1.0,0.0
Darksoul,2.28,18.18,1.0,1.0
ronaldcourson,1.26,3.85,1.0,0.0
Pafist,1.19,1.64,1.0,0.0
LeftyT,0.44,7.48,8.0,3.0
IFoughtTheLaw,0.37,11.11,1.0,0.0
ThirdEye2020,0.09,0.66,1.0,1.0
PingpongTwits,0.01,10.71,1.0,2.0
SlumdogM,-0.1,25.0,0.0,1.0
thenumbersgame2009,-0.4,3.12,0.0,1.0
tragichero,-0.85,5.71,1.0,1.0
bostonmike617,-0.97,1.43,0.0,1.0
Bcc16,-1.11,8.33,0.0,1.0
chavezricky713,-1.17,2.33,0.0,1.0
KloKlo,-1.17,1.96,0.0,1.0
Billionaireclubcollc,-1.19,0.2,0.0,1.0
ZackMorris,-1.19,0.29,0.0,1.0
thegopherTwits,-3.17,12.5,0.0,2.0
alonzo11,-13.9,0.79,0.0,1.0
oh3mgeewtf,-13.9,1.02,0.0,1.0
Usernammes,-56.04,57.14,2.0,10.0
mutetwits,-60.8,38.0,12.0,7.0
