NowTheFuture,3.52,6.58,5.0,0.0
Rodman77,3.29,1.92,1.0,0.0
edgedaytrading,3.12,11.11,1.0,0.0
StocketShip,3.12,2.94,1.0,0.0
ern1in,2.6,5.45,3.0,3.0
AdamAlpha,2.09,5.26,1.0,0.0
oisdnf,1.78,4.55,3.0,0.0
Jose99n2000,1.59,100.0,4.0,2.0
jc15m,1.41,3.33,1.0,0.0
LiveTradePro,0.9,0.15,1.0,0.0
mkabalka,0.55,6.25,1.0,0.0
Bombay55,0.53,1.16,2.0,0.0
stockydave22,-0.47,5.0,0.0,1.0
YoungChap,-1.15,4.76,0.0,1.0
DomLuminous,-1.28,0.4,0.0,1.0
BullyBear13,-1.41,0.49,0.0,1.0
youngsipper,-1.52,2.94,0.0,1.0
giuseppe8469,-1.79,0.94,0.0,1.0
BioCrEq,-1.97,20.0,0.0,1.0
yidarmy,-3.06,2.65,2.0,3.0
