MARTIANTRADES,4.12,18.18,2.0,0.0
mba1,2.53,40.0,2.0,0.0
ecommerceshares,1.99,5.0,2.0,0.0
WinWitMe,0.94,12.5,1.0,0.0
tickertutor,0.74,0.1,1.0,0.0
KarateChopYoda,0.72,5.56,1.0,0.0
botgreet,0.68,18.18,1.0,1.0
FlagshipShow,0.64,12.5,2.0,0.0
teevee,0.07,1.85,1.0,0.0
NewestGodzilla,0.05,0.72,1.0,0.0
eStockPicks,-0.05,0.33,0.0,1.0
kuhl86,-0.26,0.4,0.0,1.0
FlynancialAnalyst,-0.8,1.04,0.0,2.0
chessNwine,-0.96,2.7,0.0,1.0
0biWan,-1.92,10.53,0.0,2.0
Cdrewery1,-1.94,25.0,0.0,1.0
DJEuphoria,-3.78,1.27,1.0,1.0
MiguelWins,-3.83,3.45,1.0,1.0
AlexBo6,-4.25,2.5,0.0,1.0
danielrobertson,-8.38,0.74,2.0,4.0
