itbeginx,233.16,14.72,38.0,6.0
CeltAssassin,46.54,9.88,20.0,4.0
Goldenlife,46.54,13.01,16.0,0.0
xiaoniu,45.79,5.04,7.0,0.0
EdmTrader,37.16,15.38,13.0,9.0
SniperStocks,36.85,1.82,1.0,0.0
stockyprofits,34.91,12.9,12.0,0.0
tradercanarias,34.16,3.04,7.0,4.0
CGSasuke,29.09,6.85,10.0,0.0
InvestmentResearch,26.18,2.02,9.0,0.0
WowieUp,25.04,37.5,4.0,8.0
Code14,23.27,11.59,8.0,0.0
Aggiediehard10,23.13,14.12,10.0,2.0
bostonxtrader,18.38,1.75,4.0,1.0
Slingshot,18.27,0.75,12.0,4.0
bonnyboy505,17.45,5.41,6.0,0.0
W0LF,15.27,4.08,7.0,3.0
NJRAZD,14.59,22.22,5.0,3.0
constantlygreen,14.54,1.85,5.0,0.0
ShortSqueezedVIP,13.84,1.79,5.0,2.0
BullishTradings,13.73,1.3,5.0,0.0
mbarelorenzo,13.11,3.53,18.0,6.0
Kristap5,13.08,2.11,2.0,0.0
Krimo,12.35,20.34,5.0,7.0
SmallCapValueTrading,11.64,0.81,4.0,0.0
mistaBb,10.91,15.22,6.0,1.0
tkhouston,10.39,9.84,5.0,1.0
BishBish,9.43,1.16,3.0,0.0
addicted2pennies,8.73,1.95,3.0,0.0
furiouspicker,8.73,0.58,3.0,0.0
StocksLovar,8.73,15.79,3.0,0.0
INTL,8.73,3.3,3.0,0.0
5StarTrader,7.82,11.65,8.0,4.0
Jedi77,7.48,1.95,4.0,1.0
Erpovia,6.54,3.06,2.0,1.0
kbf1,6.54,5.26,1.0,0.0
LuckyNskill,6.29,3.33,2.0,0.0
stocksMania,6.05,0.51,2.0,0.0
donetta,5.82,1.5,2.0,0.0
dror76,5.82,2.27,2.0,0.0
mikecruzpt,5.82,28.57,2.0,0.0
SirNemuel,5.82,6.25,2.0,0.0
CChartist,5.82,3.28,2.0,0.0
grit,5.82,11.76,2.0,0.0
ProTraderMark,5.82,0.54,2.0,0.0
stockcloud,5.82,0.67,2.0,0.0
stocker242,5.82,4.44,2.0,0.0
jmohan00,5.82,6.67,2.0,0.0
AmyPop,5.35,5.66,2.0,1.0
Ravern,5.11,2.01,2.0,1.0
Yaaz,4.16,0.65,1.0,0.0
Spartanofwallstreet24,3.85,1.88,3.0,0.0
NickDamz,3.14,3.7,1.0,0.0
shivito,3.14,50.0,1.0,0.0
MomentumStockSwings,3.14,0.83,1.0,0.0
lotikhim,2.91,2.63,1.0,0.0
TheTrendingTrader,2.91,4.55,1.0,0.0
mistakotta,2.91,2.5,1.0,0.0
LegendaryTrader,2.91,1.23,1.0,0.0
sassmass,2.91,16.67,1.0,0.0
SwingingForward,2.91,4.11,2.0,1.0
gabetheg,2.91,2.22,1.0,0.0
ChartWars,2.91,1.01,1.0,0.0
ObitoTrading,2.91,0.88,1.0,0.0
MakeshiftKarma,2.91,4.55,1.0,0.0
TraderDansGame,2.91,1.56,1.0,0.0
youngracks,2.91,2.5,1.0,0.0
SameedTA,2.91,5.0,1.0,0.0
nelin,2.91,20.0,1.0,0.0
petersonluke20,2.91,4.17,1.0,0.0
Jusmakemoney,2.91,5.0,1.0,0.0
triniDaCop,2.91,0.64,1.0,0.0
ZoMgY,2.91,2.22,1.0,0.0
Papalote,2.91,3.03,1.0,0.0
bullflagger,2.91,5.0,1.0,0.0
MrCocaineTrading,2.91,4.0,1.0,0.0
StellarTrader,2.91,2.38,1.0,0.0
GatoTrader,2.91,3.85,1.0,0.0
prohope,2.91,2.56,1.0,0.0
RT3DayTrader,2.91,1.09,1.0,0.0
daytrader868,2.91,5.56,1.0,0.0
PickEmLow,2.91,0.3,1.0,0.0
moose8808,2.91,3.23,1.0,0.0
Gilmore21,2.91,25.0,1.0,0.0
UPTRENDimIN,2.91,13.64,2.0,1.0
LongGod,2.91,1.92,1.0,0.0
hope97,2.91,3.45,1.0,0.0
pooteer,2.91,1.15,1.0,0.0
myfrenchiesliketotrade,2.3,3.28,2.0,0.0
RaiHanPTG,2.18,4.44,3.0,1.0
Trustmeimrich,2.13,9.68,2.0,1.0
sanketnagrecha,1.97,3.45,1.0,1.0
ThatDuck,1.79,1.85,2.0,0.0
RicFlairDrip,1.66,8.11,2.0,1.0
BarterTrades,1.66,2.24,2.0,1.0
WinnipegTrader,1.46,3.32,5.0,2.0
uptrend1233,1.28,2.08,1.0,0.0
TheTeachingTrader,1.28,0.65,1.0,0.0
Rainman1016,1.15,2.0,1.0,0.0
stockmasterpro1,1.06,11.11,1.0,0.0
TheEdTruck,1.0,1.32,2.0,0.0
Zipkoo,0.72,9.52,3.0,1.0
Robreport,0.5,4.55,1.0,0.0
come2life,0.41,13.51,3.0,2.0
Melchizedek,0.18,9.09,2.0,0.0
Brian8404,0.09,50.0,1.0,0.0
BigMov3s,0.09,1.82,1.0,0.0
DurdenKnowsAll,0.0,11.76,1.0,1.0
stockwatch0000,-0.05,40.0,1.0,1.0
SSR751,-0.67,3.85,0.0,1.0
Jbkay09,-0.94,5.0,0.0,1.0
kingpol86,-1.01,2.13,1.0,1.0
prejie,-1.15,21.05,1.0,3.0
Azzy88,-1.25,28.57,1.0,1.0
eruhani,-1.28,25.0,0.0,1.0
rhondamurray,-1.28,3.7,0.0,1.0
Synchronization,-1.28,0.7,0.0,1.0
Akiibar,-1.28,100.0,0.0,1.0
lukeam,-1.28,0.34,0.0,1.0
BottomFeederShark,-1.28,5.26,0.0,1.0
ThinkingHard,-1.28,4.0,0.0,1.0
premier511,-1.28,100.0,0.0,1.0
StockAlerts77,-1.37,1.25,3.0,2.0
apeed,-1.43,4.76,0.0,1.0
sumitg90,-1.43,1.22,0.0,1.0
datanics,-1.61,8.93,3.0,2.0
kazko67,-1.8,5.88,0.0,1.0
Trick2MoneyisHavingSum,-1.93,0.6,0.0,1.0
shivo17,-2.18,2.07,1.0,3.0
TCLutz,-2.5,2.56,2.0,2.0
ZackMorris,-2.67,0.59,1.0,1.0
LIGator,-2.91,1.67,0.0,1.0
FriesWithThat,-2.91,7.69,0.0,1.0
blackouttrading,-2.91,1.49,0.0,1.0
AceTheSmallDMoneyMan,-2.91,33.33,0.0,1.0
knewbie,-2.91,1.64,0.0,1.0
JaycoBeatz,-2.91,1.25,0.0,1.0
calecy,-2.91,3.33,0.0,1.0
2wired2trade,-2.91,2.63,0.0,1.0
audigang2,-3.16,0.63,0.0,3.0
sirjakey2284,-3.31,12.5,0.0,2.0
luv2rip,-4.12,1.48,3.0,2.0
bigballervegas1856,-4.16,0.81,0.0,1.0
19birdies,-4.16,4.76,0.0,1.0
Hopupinu,-4.16,0.25,0.0,1.0
Paulebo,-4.16,3.57,0.0,1.0
SmartestMoney,-4.16,0.38,0.0,1.0
et14,-4.16,3.7,0.0,1.0
NumericaFibonacci,-4.16,1.1,0.0,1.0
hookemm,-4.16,2.94,0.0,1.0
radiofloyd,-4.16,12.5,0.0,1.0
TommyTheBull,-4.16,1.89,0.0,1.0
AKTrades2,-4.16,1.37,0.0,1.0
RandySavage,-4.16,1.64,0.0,1.0
Maxyier62,-4.16,10.0,0.0,1.0
WXMan15,-4.16,3.85,0.0,1.0
kismet1987,-4.16,16.67,0.0,1.0
TRADE4RICHES,-4.16,0.74,1.0,2.0
seckinoldo,-4.16,3.85,0.0,1.0
jamesrobertscott,-4.16,6.67,0.0,1.0
Pnpking,-4.16,1.28,0.0,1.0
Lightningbread,-4.16,10.0,0.0,1.0
Marco911,-4.16,0.45,0.0,1.0
Apothy,-4.35,4.08,1.0,1.0
JustTheCoyote,-4.85,2.13,0.0,1.0
Sexaddict,-4.85,0.45,0.0,1.0
ThisIsPatrik,-4.88,3.92,3.0,3.0
LuckyZ,-5.07,7.09,4.0,5.0
TylerDurden00,-5.1,3.17,0.0,2.0
TallGrass55,-5.17,12.5,1.0,2.0
dadiexcuseme,-5.82,17.39,1.0,3.0
nextlcoin,-5.82,0.83,0.0,2.0
question123,-6.14,5.71,0.0,2.0
ACInvestorBlog,-6.41,0.46,0.0,5.0
WallStreetSTTA,-6.54,0.25,0.0,1.0
willways,-6.54,14.29,0.0,1.0
hulksmash36,-6.54,16.67,0.0,1.0
TheSlimTrader,-6.54,2.38,0.0,1.0
steph79,-6.54,1.19,0.0,1.0
ShortDevil,-6.54,100.0,0.0,1.0
jeffg3412,-6.54,1.45,0.0,1.0
RP92,-6.54,2.22,0.0,1.0
CrazyTicker,-6.54,0.92,0.0,1.0
stuart21,-6.54,0.39,0.0,1.0
tradelord175,-6.54,6.67,0.0,1.0
matusko,-6.54,0.32,0.0,1.0
MrMP,-6.54,2.04,0.0,1.0
Cowboyhat,-6.54,1.27,0.0,1.0
christrader7,-6.54,1.16,0.0,1.0
chickn,-6.54,8.33,0.0,1.0
DFK,-6.54,2.33,0.0,1.0
stellar,-6.54,0.46,0.0,1.0
fishcharm21,-6.54,9.09,0.0,1.0
GasGrippaApe,-6.54,10.0,0.0,1.0
scarbosa,-6.54,0.92,0.0,1.0
MoneyMaker160,-6.54,3.33,0.0,1.0
