sleekOptions,5.16,0.44,14.0,9.0
sal61,4.61,25.64,6.0,4.0
Labelguy1122,2.99,1.89,3.0,0.0
RollTrade66,1.38,0.83,1.0,0.0
ssee,1.38,11.11,1.0,0.0
InsomniaLife,1.26,0.23,1.0,0.0
mthinker,1.26,8.33,1.0,0.0
Sieppo,1.26,0.67,1.0,0.0
ACInvestorBlog,0.87,0.09,1.0,0.0
Bambiliveson,0.87,11.11,1.0,0.0
siteobserver,0.72,3.03,1.0,0.0
Heterodontbull,0.59,18.18,2.0,0.0
JSears68,0.54,1.47,1.0,0.0
TechnicalMike,0.53,1.96,1.0,0.0
jpmquintas,0.33,8.33,2.0,5.0
CypressTrades,0.09,1.33,1.0,0.0
SOBearishitHURTS,0.09,2.38,1.0,0.0
resq1,-0.09,1.19,0.0,1.0
StockWaveTrades,-0.17,6.67,0.0,1.0
marketmaven,-0.27,6.25,0.0,1.0
AITrader,-0.3,7.69,0.0,1.0
andrewbird,-0.3,0.84,0.0,1.0
buyside420,-0.3,8.33,0.0,3.0
Yaz777,-0.53,5.88,0.0,1.0
youngsipper,-0.53,2.94,0.0,1.0
kpak82,-0.58,0.94,0.0,1.0
usacoder,-0.66,3.03,0.0,1.0
DomLuminous,-0.74,0.8,0.0,2.0
rupert1,-1.09,0.16,0.0,1.0
sinv,-1.41,0.64,0.0,2.0
IndyOne,-1.97,0.99,0.0,1.0
TraderGOAT,-4.25,5.08,0.0,3.0
