sleekOptions,4.61,0.63,19.0,14.0
sevenxs,1.6,0.58,3.0,0.0
biochaser,0.8,0.51,1.0,0.0
ThePIG,0.69,7.69,1.0,0.0
UFCLaugher,0.66,0.42,1.0,0.0
SDJB,0.65,8.82,4.0,5.0
Blueblaze,0.58,1.79,1.0,0.0
Resipsa924,0.43,12.5,1.0,0.0
DipAddicted,0.31,0.6,1.0,0.0
TheGunSlinger,0.24,3.85,2.0,0.0
SalmanAziz,0.18,0.87,2.0,0.0
ChanceTheScalper,-0.03,0.69,0.0,1.0
rickalter,-0.17,0.28,0.0,1.0
TopGunTrading,-0.31,3.12,0.0,1.0
MaxPowerDoe,-0.63,25.0,1.0,1.0
tomsmac,-0.66,1.15,0.0,1.0
onelia,-0.69,13.33,0.0,2.0
nocluewhatimdoing1,-1.52,33.33,0.0,1.0
1stOfficerStock,-1.81,0.69,0.0,1.0
