kabuli,11.73,3.66,6.0,1.0
deepocean,3.77,57.14,3.0,1.0
tjones3,2.38,3.7,1.0,0.0
BMP8,2.38,0.51,1.0,0.0
nick4831,2.26,6.67,1.0,0.0
stuart21,1.69,0.39,1.0,0.0
BishBish,1.43,1.16,2.0,1.0
GIC,0.16,1.31,1.0,1.0
TradingKingEric,-0.76,0.36,1.0,1.0
useimaginations,-0.76,2.78,1.0,1.0
StockAlerts77,-1.5,0.25,0.0,1.0
LukeO,-1.78,7.69,0.0,1.0
Ladybug17,-2.61,0.74,0.0,1.0
topstockalerts,-3.09,0.09,0.0,1.0
OvernightSwingKing,-3.09,1.61,0.0,1.0
DFK,-3.09,2.33,0.0,1.0
ronete112,-5.89,10.1,6.0,4.0
ACInvestorBlog,-6.17,0.18,0.0,2.0
Stryzie,-6.17,8.0,0.0,2.0
starjets,-6.2,2.05,0.0,3.0
StockJockAT,-8.03,1.9,0.0,2.0
SW6,-13.2,21.74,0.0,5.0
