roiratpd81,30.6,9.91,21.0,0.0
Auratone,6.07,6.78,3.0,1.0
stigofwar,5.41,60.0,2.0,1.0
bobbysavage,5.34,0.88,2.0,0.0
Ex8,5.07,80.0,4.0,0.0
513b,4.68,66.67,2.0,0.0
mjf7687,4.62,30.0,6.0,3.0
gggekko,3.55,20.0,3.0,0.0
StonewallSolutions,3.53,8.62,3.0,2.0
AskLou,3.4,16.67,2.0,0.0
Zigs1987,3.21,25.0,2.0,0.0
richgoldman,2.7,25.0,2.0,0.0
Torp,2.35,3.51,2.0,0.0
r1ryderz08,2.23,0.42,1.0,0.0
triniblockchain,2.23,0.65,1.0,0.0
Joeyinsd,2.23,50.0,1.0,0.0
CalypsoJure,2.19,13.33,1.0,1.0
OnATuesday,2.04,12.5,1.0,0.0
mbarelorenzo,2.04,0.15,1.0,0.0
archerius,2.04,4.55,1.0,0.0
Open2see,2.04,25.0,1.0,0.0
CHEWBOKKA,1.77,5.71,2.0,0.0
BudFox1,1.55,25.0,1.0,0.0
nosegoblin,1.55,3.12,1.0,0.0
willpower315,1.55,1.1,1.0,0.0
randcap,1.18,0.85,1.0,0.0
rayito,0.54,8.7,1.0,1.0
ThermonuclearWarrior,0.0,2.7,0.0,1.0
cameron5,-0.66,20.0,0.0,1.0
DoctorInvestment,-0.77,33.33,0.0,1.0
PharmDRE,-0.85,10.0,0.0,1.0
Shotime88,-0.85,25.0,0.0,1.0
Bully310,-0.94,0.46,0.0,1.0
TradeProgression,-0.94,2.56,0.0,1.0
DudeRocket,-1.5,1.2,0.0,1.0
Hammelcamel,-2.04,5.56,0.0,1.0
markim,-2.72,4.59,2.0,3.0
tradercanarias,-12.22,1.66,0.0,6.0
