Iwillplay,,2019-05-24 15:59:00,4.757,PETX Aint no rest for the weary and money dont grow on trees This one seriously is a 10 on my aggravation factor scale I am tiredgive me my frickin 5
Dy2ski,,2019-05-24 12:36:00,4.77,PETX I would love to hear the bull case for ELAN and how PETX shareholders are actually going to benefit from this horrible merger deal Especially considering the deals valuation will be WELL below Aratanas IPO and the public money spent and its hard to see ELAN as a significant growth company at all
