jewell69,,2019-03-25 13:33:00,83.907,LYB 125 today no news for all you fans of IYM IP up 013 SHW 001 ITB 212 watching BMCH
EstimizeAlerts,,2019-03-25 09:36:00,85.401,Estimize revenue expectations are 359 higher than that of Wall Street for LYB Q1 Reporting 0426 BMOestimizecomintrolybchar
