sunshineave,,2019-02-14 13:33:00,24.93,short ratio of CRCM is 146 at 20190131 and short to float is 328 sunshineavenuecomstock via sunshineave
GalaxyBrainCapMgmt,,2019-02-14 12:50:00,25,CRCM 25 4 more til high
