WatchAndTrip,,2019-05-20 15:52:00,8.703,GLUU why did this drop from 11 News
thequ4nt,,2019-05-20 15:10:00,8.609,UPDATE2 Glu Mobile GLUU 47 to 860 99X ADV 252 below its March 2007 IPO finvizcomquoteashxtgluu
handysoros,,2019-05-20 15:01:00,8.619,GLUU WWE is likely when Next week ANybody remember how far after CAD launched TapSports did it launch in the US
sh4dowtrader,,2019-05-20 14:50:00,8.605,GLUU good support around 850 but careful below that level
thequ4nt,,2019-05-20 14:07:00,8.679,UPDATE1 Glu Mobile GLUU 39 to 867 finvizcomquoteashxtgluu
thequ4nt,,2019-05-20 13:04:00,8.72,Glu Mobile GLUU 34 to 872 midday httpsfinvizcomquoteashxtgluu
BITKOIN4LIFE,,2019-05-20 13:00:00,8.685,GLUU Well i just got filled at 866 and have another half waiting I LOVE THESE BUYS My swing trades here have worked out 100 of the time and thats not an exaggeration 28 trades 100 success rate some much better than others but EVERYONE has made me Hahaha UNREAL I TRULY LOVE GLUUS volatility
sh4dowtrader,,2019-05-20 12:59:00,8.685,GLUU In 867 and will buy more at 855 if we go there
A1_Mustang,,2019-05-20 12:56:00,8.663,GLUU If this goes below 1B Cap then im in
BITKOIN4LIFE,,2019-05-20 12:44:00,8.74,GLUU WOWWHOHOO THANKS FOR THE CHEAP SHARES Truly EASY swing back up onto 9s 10s EASY
thequ4nt,,2019-05-20 10:17:00,8.935,May 19 iPhone Top 1000 Grossing Worldwide Glu Mobile GLUU WWE Universe beta 091 CANADA 323 174 AUSTRALIA 291 22 Source AppAnnie
thequ4nt,,2019-05-20 10:15:00,8.935,May 19 iPhone Top 1000 Grossing Worldwide GLUU Disney Sorcerers Arena v 31 SWEDEN 138 128 DENMARK 171 new Source AppAnnie
thequ4nt,,2019-05-20 10:12:00,8.909,900am UTC4 May 20 iPhone CANADA Top 1000 Grossing GLUU WWE Universe beta v 091 363 40 Source AppAnnie
thequ4nt,,2019-05-20 10:09:00,8.935,600am UTC7 May 20 iPhone US Top 100 Grossing GLUU MLB19 20 DH 21 ZNGA Merge 23 CSR2 34 EP 42 ZP 80 Oz 91 Source AppAnnie
EstimizeAlerts,,2019-05-20 09:57:00,8.91,Heres what 4 Estimize analysts believe GLUU will report for Q2 2019 EPS Reporting 0730 AMCestimizecomintrogluucha
