didithitthefanbot,,2019-02-19 15:50:00,73.402,CTSH lost 016 There was 12 chance of this loss It DID NOT hit the fan See VaR risk projections at DiHtFcotCTSH
SmallShare,,2019-02-19 15:46:00,73.448,CTSH exdiv tomorrow youtubecomwatchvkkOql6l
cctranscripts,,2019-02-19 15:23:00,73.419,SVP of Cognizant Technology Solutions Corporation just disposed of 3477 shares conferencecalltranscriptso CTSH
risenhoover,,2019-02-19 15:22:00,73.422,Insider Telesmanic Robert reports selling 3477 shares of CTSH for a total cost of 25523649 httpsfintelionusctsh
livetraderalerts,,2019-02-19 15:19:00,73.43,CTSH 22m ago Insider Telesmanic Robert SVP Cont and Chief Acct Offc disposed of 3477 338 shares at 7341sh secgovArchivesedgardata
Last10K,,2019-02-19 15:00:00,73.478,Last10K highlighted 132 positive and negative remarks in CTSHs 10K filed today See them in the Annual Report last10kcomsecfilingsctsh
didithitthefanbot,,2019-02-19 14:50:00,73.465,CTSH lost 01 There was 12 chance of this loss It DID NOT hit the fan See VaR risk projections at DiHtFcotCTSH
risenhoover,,2019-02-19 14:03:00,73.405,CTSH Latest quarterly revenue chart httpsfinteliofgusctshSalesRevenueNet
risenhoover,,2019-02-19 14:02:00,73.405,CTSH Cognizant Technology Solutions files form 10K httpsfinteliofilingsusctsh
Last10K,,2019-02-19 13:58:00,73.395,CTSH just filed a 10K Annual Report with 114 sections and 11 exhibits Access them all or just read their earnings last10kcomsecfilingsctsh
cctranscripts,,2019-02-19 13:55:00,73.413,Cognizant Technology Solutions Corporation Just Filed Its Annual Report Earnings Per Share conferencecalltranscriptso CTSH
livetraderalerts,,2019-02-19 13:52:00,73.43,CTSH 47m ago SEC Annual Report 10K COGNIZANT TECHNOLOGY SOLUTIONS CORP secgovArchivesedgardata
EstimizeAlerts,,2019-02-19 13:09:00,73.53,Heres what 14 Estimize analysts believe CTSH will report for Q1 2019 revenue Reporting 0507 BMOhttpwwwestimizecomintroctshcharthistoricalmetricnamerevenueutmcontentCTSHutmmediumrevenueupdateutmsourcestocktwits
LucidTrend,,2019-02-19 10:58:00,73.075,CTSHThis stock has gone higher without any consolidation or a pullback in a straight line However its on a verge of breakout from it
onelia,,2019-02-19 10:01:00,72.727,CTSH exdiv date tomorrow
