LaserTrader23,False,2019-01-15 15:59:00,41.283,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""APHA"" href=""/symbol/APHA"" id=""APHA-150730762-864"">$APHA</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150730762-865"">$CGC</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CRON"" href=""/symbol/CRON"" id=""CRON-150730762-866"">$CRON</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150730762-867"">$ACB</a></span>
<a data-event=""click"" href=""https://www.reuters.com/article/us-usa-trump-barr-marijuana/u-s-attorney-general-nominee-wont-target-law-abiding-marijuana-businesses-idUSKCN1P92JO"" rel=""noopener nofollow"" target=""_blank"">reuters.com/article/us-usa-...</a>

-AG nominee “personally opposes Cannabis legalization”
-Wants Congress to come up with plan</div></div>"
RollTrade66,True,2019-01-15 15:55:00,41.324,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150729852-925"">$CGC</a></span> Barr news is good not bad- all who sold were duped- I went Longer <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150729852-926"">$ACB</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150729852-927"">$TLRY</a></span> (but sell the hel outa <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150729852-928"">$TLRY</a></span>)</div></div>"
rosstheboss,False,2019-01-15 15:53:00,41.365,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150729639-931"">$CGC</a></span> secondary coming after bell🤠🤠🤠</div></div>"
Nuclear_Physicist_Trader,False,2019-01-15 15:53:00,41.365,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150729608-934"">$CGC</a></span> With 47% of shares floated by the greatest traders in the world, you know that some bad news report will make this stock PLUMMET to $5!</div></div>"
GeneAnt,True,2019-01-15 15:53:00,41.365,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150729544-937"">$CGC</a></span> a brutal day sniff bully bully</div></div>"
BitcoinTouchedMyPrivates,True,2019-01-15 15:51:00,41.457,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""APHA"" href=""/symbol/APHA"" id=""APHA-150729032-948"">$APHA</a></span> MM and whales playing a game of 'how many stop losses can you trigger with one market sell' then they scoop the bottom. <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150729032-949"">$CGC</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150729032-950"">$ACB</a></span></div></div>"
fani22,True,2019-01-15 15:50:00,41.502,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728812-959"">$CGC</a></span> Bill Barr says he would “not go after” marijuana companies in states where cannabis is legal.</div></div>"
xio8ups,False,2019-01-15 15:49:00,41.539,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728730-962"">$CGC</a></span>  after hours should be fun and brutalll</div></div>"
abefroemanofbread,True,2019-01-15 15:48:00,41.587,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728504-971"">$CGC</a></span> holding</div></div>"
TraderLeibniz,True,2019-01-15 15:48:00,41.587,"<div class=""MessageStreamView__body___2giLh""><div>Decreased <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728484-974"">$CGC</a></span> position at 44 to increase <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150728484-975"">$ACB</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""NBEV"" href=""/symbol/NBEV"" id=""NBEV-150728484-976"">$NBEV</a></span> positions... damn what a steal!  <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728484-977"">$CGC</a></span> still holding strong!</div></div>"
Timschmidt9945,True,2019-01-15 15:47:00,41.46,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150728148-990"">$CGC</a></span> 50.00</div></div>"
NitTwit646,True,2019-01-15 15:45:00,41.637,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150727871-1001"">$CGC</a></span> It's Tilray algo bots idiots. Stop with the sissy hands.</div></div>"
devontedavis,True,2019-01-15 15:45:00,41.637,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150727675-1013"">$CGC</a></span> doubled down at $41.55</div></div>"
Thinairmony,True,2019-01-15 15:43:00,41.647,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150727422-1022"">$CGC</a></span> shorts just excited after 2:00 PM  earnings. LONG <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CG"" href=""/symbol/CG"" id=""CG-150727422-1023"">$CG</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""QCOM"" href=""/symbol/QCOM"" id=""QCOM-150727422-1024"">$QCOM</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""MU"" href=""/symbol/MU"" id=""MU-150727422-1025"">$MU</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""BOY"" href=""/symbol/BOY"" id=""BOY-150727422-1026"">$BOY</a></span> $</div></div>"
WonFiniTy,True,2019-01-15 15:43:00,41.647,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150727344-1032"">$CGC</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150727344-1033"">$ACB</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""NEBV"" href=""/symbol/NEBV"" id=""NEBV-150727344-1034"">$NEBV</a></span> . I feel sorry for you if you just threw your shares away haha</div></div>"
twitty4141,True,2019-01-15 15:42:00,41.554,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150727185-1040"">$CGC</a></span> stupid tilray</div></div>"
NitTwit646,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726927-1050"">$CGC</a></span> Tilray algo bullshit. Relax and let the bots do their thing. Massive up from here. Ommmmm.</div></div>"
done99,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726890-1056"">$CGC</a></span>  
 
We've been up over 20% in the past two weeks and all you can do is celebrate barely a 1% drop? Congrats on your pennies I guess.</div></div>"
WonFiniTy,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726887-1059"">$CGC</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150726887-1060"">$ACB</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""NBEV"" href=""/symbol/NBEV"" id=""NBEV-150726887-1061"">$NBEV</a></span> That discount. wow</div></div>"
jpearl,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726831-1064"">$CGC</a></span> : overbought/ digesting huge move</div></div>"
ChampagneWishes,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726772-1070"">$CGC</a></span> lmao! Is that all you got bears?? Such a pathetic attempt to mess us up. Losers🖕😂</div></div>"
done99,True,2019-01-15 15:41:00,41.49,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726759-1073"">$CGC</a></span>  
 
Uhh bears is this really all you got? Seriously? This is pretty pathetic.</div></div>"
brc1,True,2019-01-15 15:40:00,41.71,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726704-1079"">$CGC</a></span> I f-cking hate TLRY!! 😲</div></div>"
ksp11,True,2019-01-15 15:40:00,41.71,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726639-1082"">$CGC</a></span> going green again, buy the dips not sell them lol</div></div>"
NachoBank,True,2019-01-15 15:40:00,41.71,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726582-1085"">$CGC</a></span> 46 eow</div></div>"
brownmario23,True,2019-01-15 15:40:00,41.71,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726567-1088"">$CGC</a></span> Nasdaq , could you delist <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150726567-1089"">$TLRY</a></span> for the day? Thanks</div></div>"
done99,True,2019-01-15 15:40:00,41.71,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726547-1092"">$CGC</a></span>  
 
Break 41.75 and we run EOD come on</div></div>"
cryptoswingtrader,True,2019-01-15 15:39:00,41.619,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726536-1098"">$CGC</a></span> Row row row</div></div>"
done99,True,2019-01-15 15:39:00,41.619,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726427-1107"">$CGC</a></span>  
 
Bear trap</div></div>"
TheTRex,True,2019-01-15 15:39:00,41.619,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726371-1113"">$CGC</a></span> trapping bears since 1/15 15:35. Established 2019</div></div>"
Morerice,True,2019-01-15 15:38:00,41.582,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726177-1119"">$CGC</a></span> I'm bullish on this stock no doubt about it, but you guys can't be playing on emotions. Ya'll get wrecked. Now waiting for a good buy.</div></div>"
brownmario23,True,2019-01-15 15:38:00,41.582,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150726141-1122"">$CGC</a></span> we’ll here’s the bounce. Higher high on <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150726141-1123"">$TLRY</a></span></div></div>"
brownmario23,True,2019-01-15 15:37:00,41.333,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725997-1132"">$CGC</a></span> stairs up escalators down. Sigh. I wish it was the other way around</div></div>"
dannyboyyyy,True,2019-01-15 15:37:00,41.333,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725897-1138"">$CGC</a></span> thinking of buying Calls in this dip</div></div>"
cryptoswingtrader,True,2019-01-15 15:37:00,41.333,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725892-1141"">$CGC</a></span> Buy buy buy  this is not a drill.</div></div>"
quaintsow1,False,2019-01-15 15:36:00,41.18,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725863-1144"">$CGC</a></span> sweet, been buying put protection for a week, lets drop this fucker and Ill buy back all the shares I trimmed :)</div></div>"
newswedebich,True,2019-01-15 15:36:00,41.18,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725704-1154"">$CGC</a></span> bulls taking an L but tonight we’ll bounce back</div></div>"
BakerSt221b,True,2019-01-15 15:35:00,40.964,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725585-1166"">$CGC</a></span> I’ll add more at $30. Then add big around $20</div></div>"
PMFRTiger,True,2019-01-15 15:35:00,40.964,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725556-1169"">$CGC</a></span> the faster it drops. The sooner we get to add..</div></div>"
nature26,False,2019-01-15 15:35:00,40.964,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725553-1172"">$CGC</a></span> ohh lala .... keep watching ..</div></div>"
xio8ups,False,2019-01-15 15:35:00,40.964,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725507-1181"">$CGC</a></span> $45 puts looking greatttttttttttttttt</div></div>"
MoneyBunchesofFloats,True,2019-01-15 15:34:00,41.028,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725443-1184"">$CGC</a></span> f’n tilray triggered the algos</div></div>"
trusttheprocess21,True,2019-01-15 15:34:00,41.028,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725303-1213"">$CGC</a></span> 100 by feb!</div></div>"
tickertutor,False,2019-01-15 15:34:00,41.028,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150725269-1219"">$TLRY</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725269-1220"">$CGC</a></span> Might make it difficult for institutions to hold shares if Barr backs a law making it illegal nationwide</div></div>"
Montpbm,True,2019-01-15 15:33:00,41.357,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725229-1233"">$CGC</a></span> WTF man! 🤦🏿‍♂️</div></div>"
Elemental21,True,2019-01-15 15:33:00,41.357,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725191-1236"">$CGC</a></span> y'all scare too easily. THEY STEALIN YO SHARES</div></div>"
ksp11,True,2019-01-15 15:33:00,41.357,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725146-1239"">$CGC</a></span> Just added more here</div></div>"
ksp11,True,2019-01-15 15:33:00,41.357,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150725046-1242"">$CGC</a></span> buy the dip.  she gonna run again IMO</div></div>"
Cannabull,True,2019-01-15 15:32:00,41.289,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724970-1249"">$CGC</a></span> Cousin Tilly Gonna pop us up tomorrow on da bounce</div></div>"
RollTrade66,True,2019-01-15 15:32:00,41.289,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724869-1261"">$CGC</a></span> just went long vis a vis Jan 25 41 Calls ; i think thats enuf now</div></div>"
vbcapital,False,2019-01-15 15:31:00,41.301,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724737-1272"">$CGC</a></span> pump and dump</div></div>"
John7479,True,2019-01-15 15:31:00,41.301,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724664-1281"">$CGC</a></span></div></div>"
xio8ups,False,2019-01-15 15:31:00,41.301,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724644-1284"">$CGC</a></span> hahahahaha</div></div>"
totherescue,False,2019-01-15 15:31:00,41.301,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724567-1296"">$CGC</a></span> sell the news and buy under 40</div></div>"
totherescue,False,2019-01-15 15:30:00,41.194,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724505-1303"">$CGC</a></span>   
 SELL THE NEWS! 41.5 breaks oops scary <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150724505-1304"">$TLRY</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CRON"" href=""/symbol/CRON"" id=""CRON-150724505-1305"">$CRON</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150724505-1306"">$ACB</a></span> all tanking hard... sell buy lower!  <span><a data-event=""click"" data-for=""cashTag"" data-tip=""SPY"" href=""/symbol/SPY"" id=""SPY-150724505-1307"">$SPY</a></span></div></div>"
progr4mmatic,False,2019-01-15 15:29:00,41.444,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724187-1327"">$CGC</a></span> now's a good time to take profits</div></div>"
StocksRup,True,2019-01-15 15:29:00,41.444,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724158-1330"">$CGC</a></span> The drop was on low volume. Looks temporary but it has run up very fast so pull backs are healthy</div></div>"
TronaldDump69,False,2019-01-15 15:28:00,41.678,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150724085-1333"">$TLRY</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150724085-1334"">$ACB</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150724085-1335"">$CGC</a></span> Tlry gonna tank the pot sector temporarily</div></div>"
totherescue,False,2019-01-15 15:27:00,41.844,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150723905-1338"">$CGC</a></span> over bought always comes down <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150723905-1339"">$TLRY</a></span> loclup open <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CRON"" href=""/symbol/CRON"" id=""CRON-150723905-1340"">$CRON</a></span> oops!</div></div>"
Morerice,False,2019-01-15 15:26:00,41.617,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150723620-1354"">$CGC</a></span> What did i say? Bada bing bada boom!!</div></div>"
TheManiac,True,2019-01-15 15:26:00,41.617,"<div class=""MessageStreamView__body___2giLh""><div>New AG won't go after pot companies.
<a data-event=""click"" href=""https://seekingalpha.com/news/3423223-ag-nominee-barr-go-pot-companies"" rel=""noopener nofollow"" target=""_blank"">seekingalpha.com/news/34232...</a>
<span><a data-event=""click"" data-for=""cashTag"" data-tip=""CRON"" href=""/symbol/CRON"" id=""CRON-150723533-1363"">$CRON</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""CGC"" href=""/symbol/CGC"" id=""CGC-150723533-1364"">$CGC</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""TLRY"" href=""/symbol/TLRY"" id=""TLRY-150723533-1365"">$TLRY</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ACB"" href=""/symbol/ACB"" id=""ACB-150723533-1366"">$ACB</a></span></div></div>"
