dt2011,,2019-02-26 15:35:00,17.951,ORGO Decision time STAY ORGO
EstimizeAlerts,,2019-02-26 14:36:00,17.855,STAYs RevPAR is a key growth metric for their next report tomorrow 0227 AMC Will they beat last quarters 5557 RevPARestimizecomintrostaycha
EstimizeAlerts,,2019-02-26 14:24:00,17.826,STAYs RevPAR is a key growth metric for their next report on 0425 AMC Will they beat last quarters RevPARestimizecomintrostaycha
EstimizeAlerts,,2019-02-26 12:57:00,17.89,STAY reported 5557 RevPAR last quarter Next report is tomorrow 0227 AMC Jury is still out on expectations Whats yoursestimizecomintrostaycha
EstimizeAlerts,,2019-02-26 11:18:00,18.009,STAYs RevPAR is a key growth metric for their next report tomorrow 0227 AMC Will they beat last quarters 5557 RevPARestimizecomintrostaycha
EstimizeAlerts,,2019-02-26 10:36:00,17.975,Estimize revenue expectations are 085 higher than that of Wall Street for STAY Q4 Reporting Tomorrow 0227 AMCestimizecomintrostaycha
EstimizeAlerts,,2019-02-26 09:39:00,17.914,STAY reported 5557 RevPAR last quarter Next report is tomorrow 0227 AMC Jury is still out on expectations Whats yoursestimizecomintrostaycha
