ACB,119.13615524008068
AMRN,97.1976209516889
GE,91.03389334377893
SAEX,83.7748347190462
WATT,82.65892363881717
TRXC,74.67887499266747
NIO,67.56356483107429
MNKD,57.928472773810135
CEI,44.14769612426796
HMNY,43.17843713412231
BB,43.15685216991431
NVCN,41.659216225247356
NVAX,41.23145050097263
NAK,36.58237834106518
BPMX,33.40301508514713
NXTD,30.708206994682776
CRON,29.06038773080162
BIOC,24.922163950762318
AKER,24.387556594751
WFT,24.23263060605841
RGSE,23.957240534295853
CHK,23.268752890070008
GRPN,22.450076567005702
VSTM,20.148410627096546
OPK,19.401318205388193
MYSZ,19.343814362767855
TOPS,17.26243482492028
MU,17.07804089783137
SNAP,16.356268453283846
JNUG,15.808888904697922
PULM,15.722378335445828
ARRY,15.593574537599514
PTX,14.655093810043027
GLBS,14.095806967988333
VUZI,13.68534820018696
CPRX,13.28155781956224
CSIQ,13.229252672196742
CLD,13.152806734616954
OMER,12.898795206858297
RWLK,12.575315117354815
TTNP,12.005323659876613
SPHS,11.041089544334172
IBIO,10.546758173063758
GNC,10.452759789155273
MICT,9.935709005679675
SQ,9.726399809669156
NTWK,9.721380268730844
GNMX,9.42048079187183
ACRX,9.34523470225818
PAVM,9.008098833514477
TXMD,8.653183049747081
GSAT,8.619481910514091
HEAR,8.248557531183286
VLRX,7.838716446547353
ALT,7.638941142139138
STAF,7.5998236416438925
ATIS,7.434246456829465
PLUG,7.061125296924862
BHC,6.861469499245047
ADMP,6.800908821418852
NFLX,6.729491919316803
HTBX,6.663425689997805
TRVN,5.973097334207546
SHOP,5.9205517113469455
FIT,5.899957239378428
DPW,5.759090193181089
CLDR,5.71094039524342
XXII,5.615793222881468
IDEX,5.515974613217738
FCEL,5.4595358922893364
CYTR,5.333250748258986
RNN,5.29429045238972
JCP,5.259237901900475
GDXJ,5.178177706151601
AUPH,4.962919484080319
SESN,4.80099539530125
TEUM,4.513607005025442
AKAO,4.380291113361878
HEB,4.135623887197131
SBGL,4.029972311393178
