02-04-19-09:30_ACB,7.556
02-04-19-09:30_AKER,1.13
02-04-19-09:30_AMD,24.352
02-04-19-09:30_AMRN,16.909
02-04-19-09:30_ARRY,18.58
02-04-19-09:30_BB,8.118
02-04-19-09:30_BHC,24.71
02-04-19-09:30_BPMX,0.1102
02-04-19-09:30_CEI,0.4584
02-04-19-09:30_CRMD,1.989
02-04-19-09:30_CSIQ,21.7
02-04-19-09:30_GE,10.245
02-04-19-09:30_IQ,20.25
02-04-19-09:30_NXTD,1.16
02-04-19-09:30_RGSE,0.4998
02-04-19-09:30_TEUM,2.54
02-04-19-09:30_TRXC,2.74
02-04-19-09:30_TSLA,312.663
02-04-19-09:30_TTNP,1.644
02-04-19-09:30_TXMD,5.279
