01-30-19-09:30_ACB,6.9
01-30-19-09:30_ADMP,3.14
01-30-19-09:30_AMZN,1622.757
01-30-19-09:30_BB,8.035
01-30-19-09:30_BIOC,2.047
01-30-19-09:30_CEI,0.5194
01-30-19-09:30_CGC,50.353
01-30-19-09:30_CRMD,1.84
01-30-19-09:30_GE,8.942
01-30-19-09:30_HMNY,0.012
01-30-19-09:30_MNGA,0.2399
01-30-19-09:30_NAK,0.7733
01-30-19-09:30_NBEV,6.899
01-30-19-09:30_NIO,6.679
01-30-19-09:30_NVAX,2.145
01-30-19-09:30_NVCN,0.7386
01-30-19-09:30_TRVN,1.165
01-30-19-09:30_VSTM,3.065
01-30-19-09:30_WATT,7.23
