NSPR,21.74,7,3,18.3
OGEN,10.87,4,1,13.99
VLRX,10.87,5,0,10.78
OMED,2.17,1,0,2.04
SGMO,2.17,1,0,0.77
SENS,8.7,2,2,-0.26
CLDR,2.17,0,1,-0.8
AYX,41.3,11,8,-2.35
