MBOT,1.85,1,0,33.31
ACRX,12.96,4,3,9.94
FLNT,14.81,7,1,2.46
NOK,12.96,6,1,2.15
TRVN,1.85,1,0,2.01
VSTM,7.41,1,3,0.77
SPY,1.85,0,1,-0.1
GE,1.85,0,1,-0.54
AMD,1.85,0,1,-0.62
AAPL,11.11,1,5,-5.05
NBEV,1.85,0,1,-5.2
TRXC,29.63,7,9,-17.21
