FB,29.63,5,3,3.74
SIRI,7.41,2,0,1.17
HD,3.7,1,0,1.15
ADSK,3.7,1,0,0.88
GE,3.7,0,1,-0.71
LLNW,29.63,4,4,-0.9
AAPL,3.7,0,1,-1.5
DGAZ,3.7,0,1,-11.71
UGAZ,14.81,0,4,-46.36
