DOVA,2.06,4,0,19.26
CGC,1.03,2,0,14.92
TTNP,0.52,1,0,8.36
CLVS,1.03,2,0,7.62
OMER,0.52,1,0,3.36
MU,2.58,3,2,3.12
INTC,1.03,2,0,2.85
GEMP,1.03,1,1,1.64
SNAP,0.52,1,0,1.2
TEVA,4.12,1,7,0.67
CRON,0.52,1,0,0.46
AMRN,0.52,1,0,0.2
BMY,0.52,0,1,-0.1
ARRY,2.06,1,3,-0.26
SRNE,0.52,0,1,-0.41
GM,0.52,0,1,-0.53
ATRA,0.52,0,1,-1.09
DCPH,0.52,0,1,-1.24
AMC,4.64,4,5,-3.05
BAC,1.55,0,3,-3.91
GBT,27.32,13,40,-4.54
RGLS,1.03,0,2,-5.61
HCA,2.06,0,4,-7.19
ROKU,10.82,6,15,-9.43
PTLA,32.47,10,53,-76.96
