AKER,44.12,15,15,799.98
BLIN,8.82,4,2,26.37
UXIN,1.47,1,0,9.03
GTXI,5.88,4,0,8.5
CGIX,1.47,1,0,8.08
YVR,1.47,1,0,3.04
DTRM,2.94,1,1,2.47
DCIX,1.47,1,0,1.4
WTFC,1.47,1,0,0.54
TROV,1.47,0,1,-1.42
ESEA,5.88,0,4,-1.64
TOPS,1.47,0,1,-1.9
RTTR,1.47,0,1,-2.3
CCCL,7.35,2,3,-16.59
AMMA,13.24,0,9,-21.39
