TOPS,24.32,6,3,47.83
NBEV,16.22,5,1,27.11
AMRN,32.43,9,3,13.82
ONCS,5.41,0,2,-1.71
OBLN,2.7,0,1,-1.87
PLAG,5.41,0,2,-2.2
FB,13.51,0,5,-3.95
