InsiderForms,,2019-02-13 12:42:00,10.385,CIBC WORLD MARKETS CORPhas filed Form 13F for Q4 2018Opened NEW positions in AGNC AFG NLY ACA BOKF BIO BKI BAH CE CLH CR DXCM
InsiderForms,,2019-02-13 11:11:00,10.405,CIBC WORLD MARKETS CORPhas filed Form 13F for Q4 2018Opened NEW positions in AGNC AFG NLY ACA BOKF BIO BKI BAH CE CLH CR DXCM
epsguid,,2019-02-13 11:01:00,10.387,NLY is scheduled to report earnings after the market closes today via eWhispers earningswhisperscomstocks
eWhispers,,2019-02-13 10:20:00,10.366,PM earnings CSCO CTL YELP NTAP MRO MGM FOSL SPWR SWIR PXD AIG WMB ASGN NLY CF AR H MFC EQIX httpepsshcal
