taguru,,2019-02-13 14:43:00,16.915,KTOS Kratos Defense Security Solutions KTOS 1719 was the markets top weekly gainer with a 7 jump tickeroncomeventid607616
cctranscripts,,2019-02-13 12:29:00,17.065,Statement of acquisition of beneficial ownership by individuals conferencecalltranscriptso KTOS
livetraderalerts,,2019-02-13 12:02:00,17.084,KTOS 60m ago SEC Beneficial Ownership Report SC 13G KRATOS DEFENSE and SECURITY SOLUTIONS INC secgovArchivesedgardata
EstimizeAlerts,,2019-02-13 11:00:00,17.11,Wall St is expecting 17033 revenue for KTOS Q1 Reporting 0509 AMCestimizecomintroktoscha
williamdaniel,,2019-02-13 10:34:00,17.176,KTOS should print 1695 today I think
cctranscripts,,2019-02-13 10:24:00,17.169,STATE STREET CORPORATION just provided an update on share ownership of Kratos Defense Securit conferencecalltranscriptso KTOS
livetraderalerts,,2019-02-13 10:06:00,17.22,KTOS 20m ago SEC Amended Beneficial Ownership Report SC 13GA KRATOS DEFENSE and SECURITY SOLUTIONS INC httpswwwsecgovArchivesedgardata1069258000009375119000109000009375119000109indexhtm
EstimizeAlerts,,2019-02-13 10:00:00,17.227,Heres what 10 Estimize analysts believe KTOS will report for Q4 2018 revenue Reporting 0227 AMChttpwwwestimizecomintroktoscharthistoricalmetricnamerevenueutmcontentKTOSutmmediumrevenueupdateutmsourcestocktwits
Justtryingtomakemomey,,2019-02-13 09:57:00,17.229,KTOS hoping Im wrong in that but it will have to digest at some pointcompany still in great shapeI still think 2020 is biggest yr
Justtryingtomakemomey,,2019-02-13 09:55:00,17.2,KTOS options week and have to digest 10 gain in a week or soER and CC what matter nowalthough I feel like this smacks of sell news
