CNayak88,,2019-05-30 15:31:00,122.184,AGN Serious question has this been derisked yet
commonking,,2019-05-30 15:13:00,122.041,Already stopped but wow AGN and STT
marketchameleonwins,,2019-05-30 14:38:00,122.02,AGN AGN Option Order Flow Sentiment is 644 Bullish marketchameleoncomOvervie
omargrunt,,2019-05-30 13:32:00,123.05,AGN What kind of letter is Appaloosa going to send now
ObeCalp,,2019-05-30 13:08:00,123.132,AGN I remember not too long ago the stock promoting hack Jim Cramer pumping CEO Saunders and Allergan
taguru,,2019-05-30 11:18:00,124.099,AGN Allergan plc AGN 12567 hits alltime low after falling 437 today httpstickeroncomgo152986
GurlwFatazzpurse,,2019-05-30 11:13:00,124.052,AGN What can I say my lost a few ouncesnot the worst thing that can happen hodling
EstimizeAlerts,,2019-05-30 11:08:00,123.56,AGN analysts on Estimize are expecting 341 YoY EPS growth for Q2 down from 134 in Q1 Reporting 0725 BMOhttpwwwestimizecomintroagncharthistoricalmetricnameepsutmcontentAGNutmmediumepsgrowthutmsourcestocktwits
quantcha,,2019-05-30 10:47:00,124.122,52Week Low Alert Trading todays movement in ALLERGAN INC AGN ideasquantchacom201905
taguru,,2019-05-30 10:33:00,124.199,AGN Allergan plc AGN 12567 was this weeks top stock market loser declining 10 Expect a Downtrend continuation tickeroncomeventid14323
hkm_trader,,2019-05-30 10:08:00,123.775,AGN give Saunders 100 he will gladly give you 20 in place
hkm_trader,,2019-05-30 10:07:00,123.849,AGN Saunders the gr8 destroyer Lmao
StockBank,,2019-05-30 10:03:00,123.895,EOLS AGN RVNC Evolus will be hot stock this summer We need market share of billions of dollar market We are so undervalued here
