RobinhoodTraderz,,2019-02-28 12:38:00,4.86,Todays Top Losers MRNS WATT SUP MRNS CSU KDMN KPTI NVAX
fla,,2019-02-28 12:05:00,4.739,CSU Rating update at February 28 120617 BofAMerrill downgrades Neutral to Underperform hostingbriefingcomcschwa
lecorb,,2019-02-28 11:35:00,4.687,Horizon Pharma leads healthcare gainers Novavax leads the losers httpsseekingalphacomnews3438600sourceansh HZNP TGTX TTOO COLL BOLD NVAX SYNH CSU FPRX CPRX
NotoriousHeHeHe,,2019-02-28 11:32:00,4.73,CSU Already a successful purchase
briefingcom,,2019-02-28 11:04:00,4.68,See the latest broker ratings changes briefingcominvestorcalen DY FIT ITT HAIN GMED CSU RIO NVAX TX VSM LSCC W VSTO ALBO
scalperD,,2019-02-28 10:40:00,4.749,CSU 3 Holder Cove Street believes value of CSU realestate worth 1700 but Dont like Neg cash flow and debt and lack of earnings
AnalystRatingsNetwork,,2019-02-28 10:06:00,4.804,Capital Senior Living downgraded by Bank of America Corp to underperform marketbeatcomstocksNYSE CSU
StockScalp,,2019-02-28 09:47:00,4.792,CSU might try some here
TradeIdeasQuant,,2019-02-28 09:37:00,4.911,CSU tradeideascomtickyticky Everyone is talking about this Currently at 6 x average daily social activity
TradeIdeasQuant,,2019-02-28 09:36:00,5.012,CSU tradeideascomtickyticky is trading Down Significantly Today Down 10 for the day
