ralphyg57,,2019-02-28 13:56:00,38.395,JDST Nice short term trade we got here folksmarketwatchcomstorygold
ralphyg57,,2019-02-28 13:21:00,38.447,JDST For the short term I thank the China trade team for telling us how much progress is being made every day in negotiations
Ares77manoe,,2019-02-28 13:19:00,38.497,JDST looking for Nostradamus
Ares77manoe,,2019-02-28 13:19:00,38.497,JDST lol lollol lol
intelligentinvestisseur,,2019-02-28 12:37:00,38.35,JDST 40 for JDST and 20 for DUST is around the corner
EGrizzly,,2019-02-28 12:00:00,38.228,JDST Gold breaking down out of trend
Airborne4325,,2019-02-28 11:17:00,37.997,JDST what direction is this going today
USACHARTART,,2019-02-28 10:22:00,38.139,JNUG JDST Holding both JNUG5 and JDST2 Will sell JDST when GOld bottom comes in and double down to JNUG
Efeezy,,2019-02-28 10:19:00,38.084,GLD JNUG JDST SLV AG gold trying to hang on Miners not caring so much
Ares77manoe,,2019-02-28 09:58:00,37.903,JDST how can someone post charts on this oneMust be above God lol
Abba457,,2019-02-28 09:52:00,37.842,GDXJ JNUG JDST Gdxj bearish below Alma 3323 bullish above Alma heikin ashi 3332
yogurt,,2019-02-28 09:48:00,37.788,JDST So quiet here but I expect that will change pretty soon
StickBaron,,2019-02-28 09:32:00,37.738,JDST and here we go JNUG
