TTNP,163.53671063108612
CRMD,160.0777429853609
AMD,95.57233446002816
CEI,80.60514081394578
CRON,75.17862929969093
HMNY,73.30672811271403
TRXC,69.26869173439944
AKER,51.47090777975811
UXIN,50.598457434682835
MNGA,50.48927911626149
NFLX,50.35561696981457
ADMP,49.54115666425073
CLD,48.88603190678363
WATT,47.40562624154671
EARS,46.926591865321846
ALT,45.29070182567309
PIR,43.55761231436728
SGYP,40.43247648376148
NVDA,38.864674914407864
NAK,38.22950735797058
IQ,35.40920769695697
RHE,35.24990417654523
X,35.21981171810107
NVAX,34.76985512420925
VSTM,33.89670820315115
INPX,32.48083310282986
DGAZ,31.97563843575278
RGSE,30.885153688004145
BPTH,30.340492693704864
F,30.28958024786267
BPMX,26.23070747933977
NXTD,26.068563192969513
NIO,24.82511117215083
ARRY,24.416716403363562
TEUM,22.332123531157325
ATHX,21.98590569580515
GLBS,20.135528179733615
PTX,19.802957767137656
QQQ,19.21374087508983
RNN,18.37969462657224
SNAP,18.281446137770445
TRVN,17.71955626480096
TVIX,17.246585357469545
FEYE,16.66475598570246
GTXI,16.344307437749947
BHC,15.940089615005098
LABD,15.787964535063537
BAC,15.591977566177746
ROKU,15.551805523448834
NSPR,14.912095333906596
XSPA,14.82668421967307
BABA,14.732339316458392
ACB,14.31584997653352
APRN,13.747958290917069
LMFA,13.564051235215883
UAVS,13.256464917396398
NTWK,12.905696984194932
XXII,12.44535134485263
SQ,12.17419868342866
IDEX,11.868239896149156
GALT,11.578401364312285
PLUG,10.590668129544689
MYSZ,10.379370564123821
CLVS,9.930939520822003
PCG,9.78477250952043
SQQQ,9.763419645989291
MNKD,9.314148842472383
CMG,9.13097843230723
VLRX,8.862534771557632
GSAT,8.298709175913036
AUPH,7.979746200188784
UGAZ,7.905876357781576
AMPE,7.226204392844011
CHK,7.212401372082698
AVEO,6.877641743448068
GSM,6.829798535446144
AKAO,6.766334561853169
CVM,6.585719122911181
HSGX,6.52731546880276
DPW,6.4388488422541945
OHGI,6.141369681770412
QCOM,6.102379435122446
FLKS,5.872158158665574
AYTU,5.851874273796893
PTLA,5.78906404759753
PLM,5.514334045170199
FB,5.5105322970443416
BBBY,5.440566014660637
USO,5.172839910347553
LABU,5.148505444441605
ICON,5.094845884754909
CYTR,4.958274715644469
VKTX,4.860838732902707
FNKO,4.819692827594429
GERN,4.810975022758579
JNUG,4.7812979769561075
SNES,4.741895265316915
SN,4.650114997107464
BIDU,4.60875410613173
CRBP,4.587983384527581
MJ,4.559163423070293
VTVT,4.388228940320108
GOOGL,4.335960676187127
ABIL,4.2909412082429075
ACRX,4.280251080426949
NEPT,4.256300475817511
CVS,4.226752154526401
C,4.1813442276196895
RAD,4.148837175168001
UPL,3.996535684252539
AWX,3.9814344997518045
TENX,3.977131185520014
GNMX,3.9337406044381167
LULU,3.9215053695089988
LJPC,3.885225487227692
GEVO,3.7969098950470914
CARA,3.749544586926824
ISRG,3.470605144572642
INTC,3.375060170747547
AG,3.0503362853313027
TTPH,2.9288420482266924
WWR,2.898526639802695
RIG,2.8601325020869837
UVXY,2.771507084579005
MRNA,2.7140294746091658
TEVA,2.6819142921183587
HUYA,2.627447266897352
HTBX,2.586971802949532
AVGR,2.540721083906801
YY,2.5287559275170453
DRIP,2.454854164115417
BMY,2.3073819503162722
IBM,2.222250045738326
TQQQ,2.017496498310396
RIOT,2.0062952287200604
NKE,1.9999980536868585
CAT,1.9935340203907455
GLD,1.9899115272107144
IZEA,1.989185036437222
EXEL,1.9725432508265852
NOK,1.952638002997065
CGIX,1.951442571830855
ICPT,1.9439484732190007
SLS,1.9205824561178253
NBR,1.8916400889207914
LLY,1.8723571898924483
SBGL,1.87114654034076
VTL,1.8590113273165727
DRYS,1.831487707862816
AWSM,1.8191167520536462
OPK,1.4264333006607772
PBYI,1.41411030370334
VZ,1.3574267970872862
T,1.3169975297481114
XLE,1.2370517799562624
SIRI,1.0948699433904754
AMZN,1.0734368534261365
OMER,1.0525337540129227
MARK,1.0227372202425444
PANW,1.0001802981595165
HUSA,0.9999849160731527
TLT,0.9999603438697401
ARLO,0.9999520720388883
KL,0.9997823778618559
LIQT,0.9997092694744748
GLUU,0.9995737574219915
TRIL,0.9993045579855951
ESV,0.9989196745618454
MEET,0.997953573376188
CRSP,0.9967303155666978
SOGO,0.9811507694795375
ETSY,0.9690491477515868
JDST,0.9424720931239778
KSS,0.8804897598903408
TXMD,0.6905173773886446
GOOS,0.6639403184831021
HIMX,0.47190032280267635
IWM,0.399074389058255
AMAT,0.27649406357838735
MRNS,0.21995249019661534
TGT,0.1407537795378252
TWLO,0.029112298919383717
CCCL,0.023329247393212627
CHFS,0.01100775855092928
SGMO,0.008641671130864892
GDXJ,0
TNXP,0
SRPT,0
