2020-05-13 21:35:00,NL,True
2020-05-13 10:03:00,TSLA,True
2020-05-07 16:35:00,ROKU,True
2020-04-27 14:42:00,NL,True
2020-03-02 14:02:00,SQ,True
2020-02-18 16:05:00,BABA,True
2020-02-18 16:04:00,NL,True
2020-02-18 15:59:00,BABA,True
2020-02-18 14:03:00,NL,True
2020-02-18 12:38:00,NL,True
2020-02-13 11:36:00,UBER,True
2020-02-07 14:56:00,NL,True
2020-02-07 09:51:00,NL,True
2020-02-06 16:37:00,LYFT,True
2020-01-15 12:16:00,LYFT,True
2020-01-12 18:21:00,LYFT,True
2019-09-17 12:13:00,TEUM,True
2019-09-17 07:50:00,MDR,True
2019-08-16 10:39:00,DDD,True
2019-08-09 10:10:00,DDD,True
2019-08-08 16:59:00,SYMC,True
2019-08-08 16:51:00,SYMC,True
2019-08-08 15:28:00,DDD,True
2019-07-26 14:45:00,HEAR,True
2019-04-16 14:30:00,IPDN,True
2018-11-02 13:34:00,RGSE,True
2018-10-03 18:23:00,SYMC,False
2018-09-15 17:06:00,NIO,True
2018-09-13 18:23:00,NIO,True
