UGAZ,2019-01-03 14:56:00,38.315,40.28,False,False,1.965,0.0513
UGAZ,2019-01-03 14:51:00,38.1,40.28,False,False,2.18,0.0572
UNG,2019-01-03 14:09:00,24.44,24.76,False,False,0.32,0.0131
UGAZ,2019-01-03 11:43:00,37.46,40.28,False,False,2.82,0.0753
UGAZ,2019-01-03 11:05:00,37.48,40.28,False,False,2.8,0.0747
UGAZ,2019-01-03 09:45:00,37.44,40.28,False,False,2.84,0.0759
UGAZ,2019-01-02 15:27:00,39.05,37.44,False,True,-1.61,-0.0412
UGAZ,2019-01-02 14:53:00,38.85,37.44,False,True,-1.41,-0.0363
UGAZ,2019-01-02 14:49:00,38.85,37.44,False,True,-1.41,-0.0363
UGAZ,2019-01-02 14:45:00,38.85,37.44,False,True,-1.41,-0.0363
UGAZ,2019-01-02 14:42:00,39.27,37.44,False,True,-1.83,-0.0466
UNG,2018-12-31 11:48:00,25.18,24.23,False,True,-0.95,-0.0377
UGAZ,2018-12-31 11:39:00,43.82,37.993,False,True,-5.827,-0.133
UGAZ,2018-12-31 11:01:00,45.63,37.993,False,True,-7.637,-0.1674
UNG,2018-12-31 10:21:00,25.59,24.23,False,True,-1.36,-0.0531
UGAZ,2018-12-28 15:32:00,58.41,48.23,False,True,-10.18,-0.1743
UGAZ,2018-12-28 15:21:00,58.695,48.23,False,True,-10.465,-0.1783
UGAZ,2018-12-28 14:49:00,58.137,48.23,False,True,-9.907,-0.1704
UGAZ,2018-12-28 14:24:00,58.137,48.23,False,True,-9.907,-0.1704
UGAZ,2018-12-28 14:13:00,56.51,48.23,False,True,-8.28,-0.1465
UGAZ,2018-12-28 14:06:00,56.74,48.23,False,True,-8.51,-0.15
UGAZ,2018-12-28 14:04:00,57.055,48.23,False,True,-8.825,-0.1547
UGAZ,2018-12-28 13:57:00,57.71,48.23,False,True,-9.48,-0.1643
UNG,2018-12-28 12:36:00,27.56,25.84,False,True,-1.72,-0.0624
UNG,2018-12-27 15:46:00,28.857,27.7,False,True,-1.157,-0.0401
UGAZ,2018-12-21 09:53:00,79.56,71.05,False,True,-8.51,-0.107
UGAZ,2018-12-19 13:01:00,75.79,88.55,False,False,12.76,0.1684
UGAZ,2018-12-18 15:39:00,87.27,73.275,False,True,-13.995,-0.1604
UGAZ,2018-12-18 14:31:00,88.52,73.275,False,True,-15.245,-0.1722
UGAZ,2018-12-13 10:37:00,126.78,102.86,False,True,-23.92,-0.1887
DGAZ,2018-12-12 14:29:00,63.13,57.31,True,False,-5.82,-0.0922
UNG,2018-12-10 11:17:00,36.11,36.168,False,False,0.058,0.0016
UGAZ,2018-12-10 10:39:00,148.61,147.15,False,True,-1.46,-0.0098
UGAZ,2018-12-07 14:18:00,154.61,148.13,False,True,-6.48,-0.0419
UGAZ,2018-12-07 11:49:00,151.52,148.13,False,True,-3.39,-0.0224
UGAZ,2018-12-07 11:24:00,150.905,148.13,False,True,-2.775,-0.0184
UGAZ,2018-12-07 11:14:00,149.11,148.13,False,True,-0.98,-0.0066
DGAZ,2018-12-06 11:01:00,58.09,55.31,True,False,-2.78,-0.0479
UNG,2018-12-04 13:54:00,36.3,34.925,False,True,-1.375,-0.0379
UGAZ,2018-12-03 15:25:00,138.88,155.99,False,False,17.11,0.1232
