Zupastaar,,2019-02-12 11:56:00,4.455,CATB take profit is 200
VolumeBot,,2019-02-12 11:34:00,4.468,Aggregate short volume reported to FINRA for CATB was 46164 on 021119 volumebotcomsCATB
