securitynmotion,,2019-02-12 15:10:00,8.21,SNCR pathetic
CommandU2Grow,,2019-02-12 14:50:00,8.048,SNCR you can all wake up now
YPK,,2019-02-12 14:50:00,8.048,SNCR it will go back up
CommandU2Grow,,2019-02-12 14:45:00,8.07,SNCR it took 10000 shares for that drop
securitynmotion,,2019-02-12 14:44:00,8.09,SNCR AND NOW THE USUAL mm dumbazz dump
CommandU2Grow,,2019-02-12 14:41:00,8.138,SNCR this POS going to give up the run
securitynmotion,,2019-02-12 13:42:00,8.43,SNCR 843 and counting
securitynmotion,,2019-02-12 13:12:00,8.343,SNCR pushing new HOD
BobBuran,,2019-02-12 10:10:00,8.359,Tues ALL ACTIVE BUY STOP ORDERS ABOVE THE MARKET 4 TODAY already bot past 10 minutes SNCR LABU LCI MAT
BobBuran,,2019-02-12 10:09:00,8.371,Tuesday ALL ACTIVE BUY STOP ORDERS ABOVE THE MARKET 4 TODAY already bot past 10 minutes SNCR LABU LCI MAT
securitynmotion,,2019-02-12 09:53:00,8.28,SNCR CURRENTLY 828
