CHK,170,1,170.0
NTWK,100,0,100.0
CRMD,93,0,93.0
YUMA,92,0,92.0
NBEV,536,6,89.33
CLD,177,2,88.5
APHA,88,1,88.0
NIO,163,2,81.5
KNDI,65,1,65.0
VUZI,64,1,64.0
UXIN,169,3,56.33
CHFS,55,0,55.0
PIR,55,1,55.0
CREG,54,0,54.0
XSPA,145,3,48.33
SESN,90,2,45.0
VTVT,45,0,45.0
RWLK,88,2,44.0
OHGI,43,0,43.0
AUPH,41,1,41.0
NEPT,41,0,41.0
FRAN,40,0,40.0
OPGN,38,1,38.0
TEUM,38,1,38.0
TNDM,38,1,38.0
MAXR,37,0,37.0
VSTM,37,0,37.0
MNKD,36,1,36.0
GBR,35,0,35.0
ACB,380,12,31.67
NVCN,62,2,31.0
UAVS,31,1,31.0
BAC,30,0,30.0
MYSZ,114,4,28.5
GNC,27,1,27.0
HMNY,131,5,26.2
OPK,26,0,26.0
AETI,25,0,25.0
ANY,25,0,25.0
GUSH,25,1,25.0
AKAO,24,1,24.0
RGLS,24,0,24.0
SLS,24,1,24.0
CRON,142,6,23.67
ACRX,23,1,23.0
GNMX,45,2,22.5
ATOS,377,17,22.18
CGC,221,10,22.1
CLDR,22,1,22.0
SGYP,22,0,22.0
TNXP,22,0,22.0
IBIO,21,0,21.0
BIDU,20,1,20.0
BILI,20,1,20.0
DBD,20,0,20.0
NXTD,20,0,20.0
SPHS,20,1,20.0
VLRX,20,0,20.0
CCCL,58,3,19.33
ACST,19,0,19.0
CVS,19,0,19.0
GLBS,19,0,19.0
ICON,19,1,19.0
IDXG,19,0,19.0
TTPH,19,0,19.0
UWT,113,6,18.83
PAVM,56,3,18.67
LJPC,91,5,18.2
ACAD,18,1,18.0
BA,18,1,18.0
KODK,18,1,18.0
NUGT,18,1,18.0
PED,18,0,18.0
WWR,18,1,18.0
IZEA,17,0,17.0
PLM,17,0,17.0
VKTX,17,0,17.0
HSGX,82,5,16.4
ADMP,16,0,16.0
ARLO,32,2,16.0
RAD,16,0,16.0
RNN,16,0,16.0
MRIN,46,3,15.33
SQ,198,13,15.23
BIOC,15,1,15.0
BZUN,15,1,15.0
GDX,15,0,15.0
GOOS,15,0,15.0
HUYA,30,2,15.0
LEDS,15,0,15.0
MICT,15,1,15.0
ANFI,29,2,14.5
CARA,14,0,14.0
CYTR,14,0,14.0
SENS,28,2,14.0
TRVN,14,0,14.0
VTL,14,1,14.0
VZ,14,1,14.0
NVAX,69,5,13.8
RGSE,105,8,13.12
SAEX,430,33,13.03
APRN,13,0,13.0
CGIX,13,0,13.0
CPRX,13,0,13.0
NDRA,13,0,13.0
INTC,13,1,13.0
SNES,13,0,13.0
