Tradereversal,,2019-02-08 15:50:00,6.585,JVA Love this oneif this begins this move again IMO Timing measures out perfectly
contrarianspeculator,,2019-02-08 14:12:00,6.455,JVA nice comeback hopefully it will continue
ChartMill,,2019-02-08 14:02:00,6.52,A Current Ratio of 275 indicates that JVA has no problem at all paying its short term obligations chartmillcomanalyzephpu
Tradereversal,,2019-02-08 13:34:00,6.385,JVA Bought at 635ill add heavily if it drops down closer to 6 IMO
AJ6868,,2019-02-08 12:06:00,6.404,JVA this stock is difficult to buy or sell
falnghamr77,,2019-02-08 11:47:00,6.391,JVA any news to move this thing please lol
contrarianspeculator,,2019-02-08 11:38:00,6.45,JVA raised my bid to 641 Someone please hit it so I can get a fill
contrarianspeculator,,2019-02-08 11:01:00,6.454,JVA i might try and buy more at 625 or so
contrarianspeculator,,2019-02-08 11:00:00,6.454,JVA getting absolutely hammered today the consolation prize volume is anemic
DosGatos,,2019-02-08 10:52:00,6.485,JVA I guess el macho is buying the sht outta this today
DosGatos,,2019-02-08 10:45:00,6.559,JVA vol dying
buysellbkr,,2019-02-08 10:27:00,6.718,JVA pyx cgc jva
AJ6868,,2019-02-08 09:52:00,6.8,JVA now we are getting notice Nice for Friday
