value_search,,2019-02-08 15:32:00,1.4,LMFA same hedge funds from Maxim offering did the 65 drop on LMFA now doing it to INPX
NasdaqPoppinTagsyeahhh96,,2019-02-08 12:08:00,1.393,MNGA will get eps down should be as attractive to new investors First of the year I let go of BIOC and LMFA before a popkeep holding on
