FUV,7.69,1,0,30.45
TOPS,30.77,4,0,17.58
TNXP,23.08,3,0,4.28
TENX,7.69,0,1,-0.32
TTNP,7.69,0,1,-0.64
PTN,15.38,0,2,-8.44
MNGA,7.69,0,1,-24.09
