RBZ,20.16,58,66,137.01
AKTX,0.49,3,0,61.86
YTEN,0.49,3,0,40.46
YRIV,0.33,2,0,29.9
LODE,2.6,12,4,22.62
SSLJ,0.16,1,0,10.4
LYFT,0.16,1,0,5.5
MLNT,0.65,4,0,3.62
IMUX,1.14,3,4,3.4
LEDS,0.33,2,0,1.78
KEG,0.16,1,0,1.64
AGFS,0.16,1,0,1.1
RTTR,0.16,1,0,1.01
ARCI,0.16,1,0,0.65
WORX,0.16,1,0,0.58
SHLO,0.16,1,0,0.53
IQ,0.16,1,0,0.53
ACB,0.16,1,0,0.52
ECL,0.49,2,1,0.32
ADIL,11.22,26,43,0.21
KINS,0.16,1,0,0.2
FTFT,0.33,1,1,0.14
ABIL,0.65,2,2,0.0
ZSAN,0.16,0,1,-0.12
PRPO,0.16,0,1,-0.27
GUSH,0.16,0,1,-0.32
CRMD,0.16,0,1,-0.38
CGC,0.16,0,1,-0.66
CCCL,0.16,0,1,-0.68
FTEK,0.49,1,2,-0.81
BPMX,0.33,1,1,-0.82
MTP,0.16,0,1,-0.86
ZKIN,0.16,0,1,-0.93
SGU,0.16,0,1,-1.24
APYX,0.16,0,1,-1.34
OMED,1.63,2,8,-1.44
DFFN,0.16,0,1,-1.5
AMR,1.46,3,6,-2.54
PLAG,2.11,3,10,-3.62
JMU,0.16,0,1,-3.73
JNUG,0.16,0,1,-4.11
EARS,0.49,1,2,-7.55
PULM,0.16,0,1,-8.12
AKAO,0.16,0,1,-11.36
VTL,0.33,0,2,-17.18
KXIN,5.69,5,30,-19.14
CTRM,5.04,3,28,-57.06
CLD,3.58,5,17,-58.32
NIO,18.86,70,46,-67.05
CLWT,2.76,3,14,-114.24
AMRH,14.15,28,59,-173.44
