UVXY,20.14,24,33,15.05
SHOP,4.59,8,5,13.22
OILU,1.06,2,1,12.13
TSLA,24.38,36,33,2.69
CGC,2.47,6,1,0.11
WWE,0.71,1,1,-0.11
SPY,2.83,2,6,-0.16
WMT,0.35,0,1,-0.22
MU,0.35,0,1,-0.76
AMD,0.35,0,1,-1.03
IQ,0.35,0,1,-1.78
NIO,1.41,1,3,-4.18
SQ,0.35,0,1,-4.44
AMZN,31.45,28,61,-10.63
AAPL,6.01,8,9,-13.32
WATT,3.18,2,7,-18.72
