RDUS,18.75,2,1,9.69
LTBR,6.25,1,0,7.69
HMNY,6.25,1,0,4.17
AMC,12.5,2,0,3.65
SPY,6.25,1,0,1.48
NVTA,6.25,1,0,1.23
CRM,6.25,1,0,0.47
MAT,6.25,1,0,0.01
ULTA,12.5,1,1,-0.21
X,6.25,0,1,-1.25
FB,6.25,0,1,-2.05
IRBT,6.25,0,1,-6.78
