ACB,2019-05-09 15:13:00,8.355,8.277,,-1,-0.078,-0.93357,0,0,8.4,8.347,8.316,ACB go look at grusf was nvsif yesterday
APRN,2019-05-09 10:38:00,0.8805,0.8704,,-1,-0.0101,-1.14708,0,2,0.8467,0.8669,0.8549,APRN ok I just looked at their websiteIndian style beef ok silly hire a real chef they dont eat beef in India
LEDS,2019-04-11 11:10:00,3.491,3.404,,-1,-0.087,-2.49212,2,2,3.898,3.202,3.212,LEDS Jumped out at 529 just got back in I hope it wasnt a bad impulse decision
AVGR,2019-04-10 09:35:00,0.8347,0.8491,,-1,0.0144,1.72517,5,0,1.236,0.7266,0.7351,AVGR
FLKS,2019-04-05 11:03:00,0.4693,0.4821,,-1,0.0128,2.72747,0,0,0.5118,0.5257,0.5254,FLKS
AVEO,2019-04-02 13:13:00,1.577,1.34,,-1,-0.237,-15.02854,4,1,1.61,1.295,1.273,AVEO
AVEO,2019-04-02 11:38:00,1.577,1.34,,-1,-0.237,-15.02854,1,27,1.515,1.295,1.273,MontereyMark sumset1965 I put my money in AVEO and GBTC yesterday afterhours
PULM,2019-04-01 10:23:00,2.299,2.013,,-1,-0.286,-12.44019,3,2,2.128,2.023,2.26,PULM about time this took off I got in at 100 hehe
FLKS,2019-03-28 10:57:00,0.3921,0.3926,,-1,0.0005,0.12752,5,0,0.391,0.3962,0.3929,FLKS lets pull this one up off the bottom
ACB,2019-03-25 14:36:00,9.244,9.27,,-1,0.026,0.28126,5,0,9.242,9.315,9.204,ACB
AVGR,2019-03-18 11:00:00,1.033,1.01,,-1,-0.023,-2.22652,5,0,0.9853,1.03,1.008,AVGR
ACB,2019-03-15 13:59:00,9.607,9.799,,-1,0.192,1.99854,0,0,9.638,10.082,10.02,ACB go look at nvsif
ATOS,2019-03-15 13:32:00,3.443,4.009,,-1,0.566,16.43915,2,0,3.92,4.03,4.875,ATOS go look at btph it shot up just like this did then came down and leveled off heading up slowly now that the players are gone
ATOS,2019-03-15 10:59:00,3.443,4.009,,-1,0.566,16.43915,2,1,4.534,4.03,4.875,ATOS
ATOS,2019-03-15 10:46:00,3.443,4.009,,-1,0.566,16.43915,0,0,4.748,4.03,4.875,ATOS just like bpth shot up then crash back about 30
ATOS,2019-03-14 15:52:00,7.054,5.305,,-1,-1.749,-24.79444,3,0,7.261,4.82,4.69,ATOS big smile today bought at 125 sold at 525 bought back at 45still riding
ATOS,2019-03-14 10:34:00,7.054,5.305,,-1,-1.749,-24.79444,2,1,5.22,4.82,4.69,ATOS have fun guys Im out with 235 profit
APRN,2019-03-07 15:02:00,0.9968,0.9803,,-1,-0.0165,-1.6553,0,0,1.008,0.9751,0.98,APRN wait for weight watchers to pair up and this goes boom
WTW,2019-03-07 10:01:00,19.437,19.258,,-1,-0.179,-0.92092,2,0,20.2,19.828,19.414,WTW wait for oprah to do the spring ad campaign and team up with blue apron for meal kits
GE,2019-03-05 13:57:00,9.927,9.271,,-1,-0.656,-6.60824,1,0,9.795,9.473,9.406,GE its triggering stops got mine at 995 if it gets below 9 Ill get back in
SGYP,2019-03-01 13:55:00,0.0717,0.0605,,-1,-0.0112,-15.62064,2,0,0.0791,0.0611,0.0661,SGYP Just got back from my Board of Directors meeting and now it starts perfect timing
