DIA,2019-02-13 15:34:00,258.741,258,,-1,-0.741,-0.28639,0,0,259.252,258.594,258.557,DIA 30 minutes to the close 12 avg trading volume
SHOP,2019-02-12 11:49:00,175.395,161.569,,-1,-13.826,-7.88278,1,1,166.267,168.474,169.721,SHOP can we see a 160 print by eod
QQQ,2019-02-08 11:16:00,168.39,166.835,,-1,-1.555,-0.92345,0,0,167.305,166.706,166.865,QQQ if your gonna short the cloud names dont be so eager to cover morons
NFLX,2019-02-04 10:24:00,351.152,342.771,,-1,-8.381,-2.38672,1,0,348.49,345.435,348.563,NFLX yeah im sure aapl gonna spend 34 of there cash to buy nflx Lol
DIA,2019-01-30 13:51:00,250.014,248.5,,-1,-1.514,-0.60557,0,0,248.123,247.936,248.446,DIA so dia comes in a 100 but all my put stocks continue to rip
ALGN,2019-01-30 11:45:00,233.093,211.312,,-1,-21.781,-9.34434,2,0,227.466,212.442,219.44,ALGN wow i feel bad for anyone who sold at the low
AVGO,2019-01-28 14:06:00,267.585,260.871,,-1,-6.714,-2.50911,0,3,266.832,262.623,266.674,AVGO this is an opportunity down one to buy puts Their main markets are data centers and cell phone Or I wrong
NVDA,2019-01-28 13:20:00,137.968,136.349,,-1,-1.619,-1.17346,2,1,136.331,135.722,138.745,NVDA shattered dreams Poor call holders Left with nothing
QQQ,2019-01-28 13:10:00,163.022,162.953,,-1,-0.069,-0.04233,0,0,162.355,162.215,162.785,QQQ fb miss and amzn miss See u later
QQQ,2019-01-25 13:53:00,163.022,162.953,,-1,-0.069,-0.04233,0,0,162.785,162.215,162.785,QQQ yeah well no need to cover shorts going into the weekend anymore
QQQ,2019-01-25 13:48:00,163.022,162.953,,-1,-0.069,-0.04233,0,0,162.78,162.215,162.785,QQQ like the shutdown mattered The market been ripping all during the shutdown
QQQ,2019-01-25 13:29:00,163.022,162.953,,-1,-0.069,-0.04233,0,0,162.503,162.215,162.785,QQQ look at the volume on the individual stocks Nonpoint in shorting Short coverig is impetus moving this market higher
NFLX,2019-01-15 11:45:00,354.397,350.662,,-1,-3.735,-1.0539,1,1,354.024,353.824,351.197,NFLX why didnt they wait til earnings to release this news i bet they miss
QQQ,2019-01-15 09:49:00,162.357,160.018,,-1,-2.339,-1.44065,0,0,161.325,161.878,161.517,QQQ nflx to the Qs up And everuthimg else on the Qs Got long puts on ADBE and FB a feew minutes ago
DIA,2019-01-14 13:11:00,239.27,237.934,,-1,-1.336,-0.55837,0,0,239.223,238.69,238.701,DIA no tweet from comrade Trump Rofl
DIA,2019-01-14 10:11:00,239.27,237.934,,-1,-1.336,-0.55837,0,0,239.103,238.69,238.701,DIA lol Walk upnto close the gap then back down 200
QQQ,2019-01-11 14:03:00,160.718,160.27,,-1,-0.448,-0.27875,0,0,160.26,160.22,159.864,QQQ 5 point uptick on the dow all my shorts are off to the races MMs now people are shorting
DIA,2019-01-11 11:48:00,239.876,238.83,,-1,-1.046,-0.43606,1,0,239.343,238.508,238.024,DIA here come no volume short squeeze
QQQ,2019-01-09 14:10:00,160.769,160.101,,-1,-0.668,-0.4155,0,0,161.418,160.7,160.385,QQQ market rallying on old news lol
QQQ,2019-01-09 13:21:00,160.769,160.101,,-1,-0.668,-0.4155,0,0,161.234,160.7,160.385,QQQ long and short But i have to say some of these move on these stocks are pure MM squeezes
QQQ,2019-01-09 11:25:00,160.769,160.101,,-1,-0.668,-0.4155,0,0,160.542,160.7,160.385,QQQ 11 hits Algos go on
NFLX,2019-01-08 10:40:00,320.309,318.844,,-1,-1.465,-0.45737,1,4,311.472,314,313.604,NFLX of vourse after i close my puts for a loss Oh well Still positive for the day
QQQ,2019-01-07 14:39:00,158.005,156.559,,-1,-1.446,-0.91516,0,0,157.868,156.65,157.006,QQQ like taking candy from a dumbass
QQQ,2019-01-07 13:12:00,158.005,156.559,,-1,-1.446,-0.91516,0,0,158.806,156.65,157.006,QQQ huge short squeezes all over
QQQ,2019-01-07 11:40:00,158.005,156.559,,-1,-1.446,-0.91516,1,0,157.723,156.65,157.006,QQQ most cloud stock have retraced all their losses and are once again over valued Buying puts
ALGN,2019-01-04 13:59:00,186.807,180.768,,-1,-6.039,-3.23275,1,0,190.196,180.67,182.913,ALGN will probably rip since i closed my calls
QQQ,2019-01-04 13:08:00,156.36,152.224,,-1,-4.136,-2.64518,0,0,156.67,153.431,154.828,QQQ lol
QQQ,2019-01-04 10:57:00,156.36,152.224,,-1,-4.136,-2.64518,0,0,154.987,153.431,154.828,QQQ how quickly they forget
ALGN,2019-01-04 10:49:00,186.807,180.768,,-1,-6.039,-3.23275,1,0,185.194,180.67,182.913,ALGN please rip 10 at least Do itget there
NFLX,2019-01-04 09:30:00,297.403,281.559,,-1,-15.844,-5.32745,0,0,281.559,283.635,287.385,NFLX gonna play lottos
FB,2019-01-02 10:52:00,135.612,129.221,,-1,-6.391,-4.71271,0,0,134.094,131.804,132.997,FB walk up to 1358 then rugpull me thinks MMs took in a lot of stock on gap down
