GT,2019-05-22 11:12:00,14.945,14.756,,-1,-0.189,-1.26464,0,0,14.939,14.604,14.615,GT crashing
ELY,2019-05-14 15:28:00,16.01,15.829,,-1,-0.181,-1.13054,1,1,16.02,15.75,15.808,ELY gaining momentum Lets goooooo
MMSI,2019-05-06 15:23:00,58.891,58.182,,-1,-0.709,-1.20392,0,0,59.004,58.057,57.7,MMSI gaining momentum
CBM,2019-05-06 12:44:00,47.213,46.24,,-1,-0.973,-2.06087,0,0,47.04,46.76,47.15,CBM lets goooooo
MMSI,2019-05-06 10:53:00,58.891,58.182,,-1,-0.709,-1.20392,0,0,58.376,58.057,57.7,MMSI lets goooooo still strong on a bad day
MMSI,2019-05-03 15:57:00,57.965,57.199,,-1,-0.766,-1.32149,0,0,58.008,57.675,57.888,MMSI lets goooooo
KEM,2019-05-03 12:26:00,18.805,18.01,,-1,-0.795,-4.2276,2,0,18.47,17.505,17.816,KEM lets goooooo
MMSI,2019-05-03 10:10:00,57.965,57.199,,-1,-0.766,-1.32149,0,0,57.716,57.675,57.888,MMSI hitting 65
MMSI,2019-05-02 14:46:00,56.835,57.07,,-1,0.235,0.41348,0,0,56.877,57.54,57.78,MMSI is going to fly
ADM,2019-04-30 14:52:00,44.616,44.547,,-1,-0.069,-0.15465,0,0,44.428,44.626,44.537,ADM got momentum
ADM,2019-04-30 11:18:00,44.616,44.547,,-1,-0.069,-0.15465,0,0,43.985,44.626,44.537,ADM going to fly
ADM,2019-04-29 14:14:00,43.319,43.42,,-1,0.101,0.23315,0,0,43.15,43.748,43.944,ADM lets goooooo
PCRX,2019-04-24 11:46:00,40.331,40.382,,-1,0.051,0.12645,4,0,40.627,39.93,39.6,PCRX lets goooooo
