DIS,2019-04-15 09:40:00,132.041,131.834,,-1,-0.207,-0.15677,0,0,131.868,130.566,130.955,DIS Selling here too risky for too little gain here
AAPL,2019-03-25 13:45:00,188.68,192.071,,-1,3.391,1.79722,0,0,188.947,192.604,191.867,AAPL Anyone can see that all these are all pieces trying to solidify their ecosystem Makes it even harder to leave the apple ecosystem
AMRN,2019-03-18 10:27:00,19.309,19.44,,-1,0.131,0.67844,0,2,19.757,19.581,19.703,AMRN Less than 1 million in trading volume looks like I can add and squeeze some shorts
ASND,2019-03-07 09:46:00,120.344,118.009,,-1,-2.335,-1.94027,1,0,115.831,120.393,120.608,ASND Is the pumping over
NTNX,2019-03-04 09:47:00,33.562,33.361,,-1,-0.201,-0.59889,0,0,33.702,33.687,33.68,NTNX retail shorts were lured and trapped again
