KODK,2019-01-10 11:28:00,3.249,3.25,,-1,0.001,0.03078,0,2,3.15,3.069,3.135,KODK if you are buying this even for a momentum trade you are part of the problem
AXON,2019-01-08 11:20:00,1.075,1.175,,-1,0.1,9.30233,0,13,1.081,1.096,1.095,salesjs annnnd down 87 now AXON
RIOT,2019-01-07 11:57:00,1.643,1.68,,-1,0.037,2.25198,0,3,1.6,1.651,1.615,Id love to hear how this directly impacts RIOT
RIOT,2019-01-07 11:49:00,1.643,1.68,,-1,0.037,2.25198,0,4,1.594,1.651,1.615,Not to mention RIOT CEO cashing out 900K in stock after said promotion All of which is based on the blockchain bubble akin to the com
RIOT,2019-01-07 11:47:00,1.643,1.68,,-1,0.037,2.25198,0,4,1.6,1.651,1.615,Scorpion2 paid stock promotion based on false info is illegal but hard to prove They had no problem with 2ndary and S3 invs abandon RIOT
RIOT,2018-12-27 14:33:00,1.621,1.4,,-1,-0.221,-13.63356,0,0,1.64,1.614,1.62,RIOT is pump and dump garbage Its not blockchain its not a legit company Its a bagholders paradise
ZYNE,2018-12-06 14:51:00,4.787,4.795,,-1,0.008,0.16712,0,3,4.71,4.673,4.71,stockjock2 if you dont know what Im talking about you shouldnt be investing in biotech ZYNE
SGYP,2019-01-31 14:06:00,0.3202,0.3333,,-1,0.0131,4.09119,0,1,0.3253,0.3352,0.332,BetonBio it would have been 10 last year SGYP needs BO or Pship Current market condition negotiating power in hands of buyers now
MNKD,2019-01-31 12:50:00,1.266,1.236,,-1,-0.03,-2.36967,0,13,1.27,1.257,1.264,abettertomorrow lol no company is going to buy MNKD at 20X multiple They could buy a controlling stake AT MARKET for 30 mark up
MNKD,2019-01-24 14:14:00,1.266,1.236,,-1,-0.03,-2.36967,0,17,1.262,1.257,1.264,SimpleLife PoodleBytes if it was a truly independent company MNKD would have wanted an up front cash payment like most licensing deals
SGYP,2019-01-24 12:51:00,0.3737,0.3426,,-1,-0.0311,-8.32218,0,8,0.4221,0.3858,0.4,BetonBio SGYP is down a little more than most bios 1 huge move and settled 2 it relies on buyout for the product to be viable ie risk
SGYP,2019-01-24 12:50:00,0.3737,0.3426,,-1,-0.0311,-8.32218,0,8,0.4212,0.3858,0.4,BetonBio The reason SGYP is down is the risk off in the biotech sector The majority of bios are down 50 off their highs
MNKD,2019-01-24 12:45:00,1.272,1.3,,-1,0.028,2.20126,2,17,1.28,1.265,1.275,Id love to hear how a new created co less than 2days old was able to get the TS rights signed no upfront Wreaks of BK defense MNKD
BLUE,2018-11-15 15:53:00,122.51,115.399,,-1,-7.111,-5.80442,1,8,122.447,115.326,116.1,ProjectPat lol thats because all of BLUE value is in their pipeline If you dont know this you shouldnt be trading biotechs
