Mkt_Warrior,False,2019-01-14 13:06:00,0.9165,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""EYES"" href=""/symbol/EYES"" id=""EYES-150570455-43"">$EYES</a></span> Well, I guess reverse split is imminent now. smh</div></div>"
pshelby,True,2019-01-14 12:01:00,0.92,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""EYES"" href=""/symbol/EYES"" id=""EYES-150561304-46"">$EYES</a></span> This is getting really old! Break &amp; run over 1.05 already 💨</div></div>"
Nostrildammus,False,2019-01-14 11:31:00,0.931,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""EYES"" href=""/symbol/EYES"" id=""EYES-150556734-49"">$EYES</a></span> Whoopee. Thin trading in tight range; no one cares. They're all over at MBOT, a real med device co. with real news and a real rally.</div></div>"
