MsFlipper11,True,2019-01-14 12:40:00,0.45,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""FPAY"" href=""/symbol/FPAY"" id=""FPAY-150566841-12"">$FPAY</a></span> this should be near a $1 thats my short term target, ive gotten it twice before! 
<span><a data-event=""click"" data-for=""cashTag"" data-tip=""RAD"" href=""/symbol/RAD"" id=""RAD-150566841-13"">$RAD</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""IMMP"" href=""/symbol/IMMP"" id=""IMMP-150566841-14"">$IMMP</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""WYY"" href=""/symbol/WYY"" id=""WYY-150566841-15"">$WYY</a></span> <span><a data-event=""click"" data-for=""cashTag"" data-tip=""ADXS"" href=""/symbol/ADXS"" id=""ADXS-150566841-16"">$ADXS</a></span></div></div>"
Nathan_Klintworth,True,2019-01-14 12:00:00,0.45,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""WYY"" href=""/symbol/WYY"" id=""WYY-150561179-19"">$WYY</a></span> I must be the only one watching it 🤣🤣🤣😏</div></div>"
Nathan_Klintworth,True,2019-01-14 11:44:00,0.45,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""WYY"" href=""/symbol/WYY"" id=""WYY-150558768-22"">$WYY</a></span> oh heck why not lol so so so hot</div></div>"
Nathan_Klintworth,True,2019-01-14 11:32:00,0.45,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""WYY"" href=""/symbol/WYY"" id=""WYY-150556952-25"">$WYY</a></span> place a bid at .45, get filled at .4495. Not amused lol😒😂</div></div>"
Nathan_Klintworth,True,2019-01-14 10:10:00,0.4404,"<div class=""MessageStreamView__body___2giLh""><div><span><a data-event=""click"" data-for=""cashTag"" data-tip=""WYY"" href=""/symbol/WYY"" id=""WYY-150543499-28"">$WYY</a></span> hey!!! I send no black candles! 😒😒😏</div></div>"
